,Unnamed: 0,descriptioncount,descriptionsentiment,videoId,tagcount,tagsentiment,categoryId,commentCount,likeCount,dislikeCount,viewCount,duration
4890,9880,0,0,CoNp1lAv3JA,0,0,24,1861,2695,23,60174,6
1305,17163,0,0,KNS9X1FcNAk,0,0,22,231,3300,667,5080014,3
5774,10444,1,0,xT5mRy7B0DI,0,0,20,2207,33493,639,720195,17
21216,17316,0,0,Yd8cr1QNIPo,0,0,22,362,3350,851,5050811,5
3417,8703,0,0,NwHuHiiRALU,0,0,22,3687,46790,419,731085,13
211,22844,0,0,x2jsBSkN9jQ,0,0,43,1248,6461,54,264293,26
17183,15967,0,0,RlwIrKU0sTg,0,0,22,4911,9847,455,1440964,15
12339,2902,1,0,Ip9BMKNzZ_Q,1,0,20,12424,141504,2287,6142453,29
3735,8773,1,0,725GU8_pCTk,0,0,22,5710,39186,974,749610,10
18450,22180,2,0,6jh3R9dxVlw,0,0,20,465,4925,89,378777,10
499,5954,0,0,cUe0n0Go9H4,0,0,24,1854,81064,2896,2237452,4
7417,5104,1,0,XJ87Lsx40PI,0,0,43,33686,239782,6065,32607427,4
9840,14356,0,0,M4ar3pcEGEs,0,0,28,1191,7609,375,626502,4
17201,7941,1,0,4WG42v2HVhE,0,0,26,11882,65229,1766,7315534,9
13966,5694,0,0,_wxTvD5x1kI,0,0,23,57,658,25,69030,0
4767,3784,1,0,OAc-tt7yI2Q,0,0,20,17858,78355,1021,4087577,6
3467,7054,2,0,YqYLXNKO2z0,0,0,26,3216,20404,1670,2076181,9
13444,11102,1,0,hi96ms2IWD0,1,0,24,5043,72704,2392,2235885,14
10569,21700,1,0,ob7K9l0tZ4U,0,0,20,1108,6509,155,431574,19
2951,20637,5,0,YFcSM34hlyk,0,0,20,1518,13011,138,603199,28
19672,8381,1,0,A3o_XnrGdQw,0,0,24,3927,13882,216,386202,4
95,5374,0,0,c5meFtluB9Y,2,0,10,6927,101191,1839,7691787,2
10520,2521,0,0,ZWIJHvezWYY,0,0,20,45,203456,2410,7441812,11
4114,563,1,0,FlRfrQcrAMU,1,0,24,2268,33410,884,1876696,9
6198,9624,0,0,ekfq2IiYOVU,0,2,24,727,3503,54,77554,6
20008,16067,0,0,Br6EWA8Gik8,0,0,22,1427,3163,147,430282,12
2552,8590,0,0,Q4is1YUv3Go,0,0,22,13097,26046,393,425605,4
1973,4831,2,0,M5th8UCucrQ,0,0,24,4349,65140,691,2582193,3
19844,7374,1,0,3bbYDttFRFA,0,0,23,15293,245409,1747,7528767,5
6664,11222,1,0,GzOgHy4QwiY,2,0,24,1359,26515,1120,557427,28
15271,12078,2,0,n9KtFeu44kc,2,0,24,2136,28894,1012,1563232,16
9670,22416,3,0,3zHsgf9wG8s,0,0,20,897,3844,36,151505,13
13358,22919,1,0,9UVl46kBRFw,0,2,43,417,3456,36,112747,12
13699,17474,0,0,kNwIaAvnmjc,0,0,26,180,1806,627,2909321,2
19350,3628,2,0,QY7sv9sd0Cw,0,0,20,22206,58234,709,2284106,11
2521,16226,0,0,quc2jHjwpn4,0,0,22,3920,10211,1072,3813393,13
18940,5609,0,0,AAyN9EjqNtA,0,0,23,212,1635,23,208797,1
17137,4665,1,0,iT3Yg4jah7I,0,0,23,5026,58252,744,1627854,5
15854,15737,0,0,s_kAYioglXc,0,0,22,2575,11006,334,812712,13
8673,21200,1,0,Ehi6m8i4sJg,0,0,20,523,7368,111,440022,14
1569,14211,0,0,DS_urzZTpA8,0,0,26,1145,4936,502,183410,1
13776,94,1,0,CSr4B1RaSZI,0,0,24,5871,33676,1419,3136217,2
20211,12594,0,0,hsUbFz4sTsA,0,0,20,14780,54518,836,1211543,38
12322,10659,1,0,6AipIG4DTRQ,1,0,24,2130,49126,675,871729,13
14825,11135,1,0,asqP1T3JzxM,4,0,24,3296,41117,1225,1012314,36
15192,14284,0,0,g1l8-Q8odJQ,0,0,28,1308,14273,347,558864,3
459,3543,1,0,DdQhRCto_MI,0,0,20,10776,43414,928,2365569,16
5811,5987,0,0,7LQkMHqBqK8,0,0,20,1715,56590,893,1682394,2
18025,10844,1,0,PN9sTxj8Ekc,0,0,24,7504,81916,2100,1604379,14
4087,9801,0,0,-gPgTjxoYIk,0,0,24,1398,3897,74,265530,10
21185,15316,0,0,tLXL1r9-J00,0,0,22,1262,7408,193,417872,23
13129,9680,0,0,XZnVtDSe-sw,0,0,24,1230,4589,67,214119,8
10294,14306,0,0,Yt0t6I3znno,0,0,28,1002,3214,103,94956,3
16180,11719,1,0,tWHtwrK1qz8,0,0,24,13493,134421,3068,5353118,22
3910,23514,0,0,1HtUqDj5LUs,0,0,43,265,1688,41,233926,8
9764,24078,0,0,_WI9J5npGBg,0,2,20,507,4305,28,169326,15
20814,10311,0,0,W5vWyZzYtuk,0,0,23,14108,45735,12083,7780543,0
4084,2273,0,0,wKpFP_FNIhM,0,0,20,2,248610,3267,5776110,6
6148,21791,0,0,W-Wfonkm2Fk,0,0,20,457,4746,37,185271,13
3995,1596,0,0,D4DEdPaFDNE,0,0,20,20260,248747,4495,4897459,10
19157,978,0,0,w40GN1dSbzs,0,0,24,212,1282,34,113395,2
16816,8136,1,0,8SRi8BeNWzY,0,0,24,12617,108489,644,848833,9
5125,7302,0,0,YIwb3x5dQYc,0,0,23,1948,17516,295,322838,59
5765,1218,3,0,qS_KiJnGjN0,0,0,24,394,1137,129,77444,1
15017,14233,0,0,NE-cy01GUbE,0,0,26,1026,4889,223,272142,4
6365,20452,1,0,njvR-FRyASc,0,2,20,1152,10658,123,600698,20
3671,21775,1,0,DdjiUl-A18A,0,0,20,290,1933,22,102528,18
17232,22909,0,0,TxLekL8rPc4,0,0,43,141,1232,17,34622,15
12564,22765,1,0,tfdUGg7fJHY,0,0,43,251,2276,42,264316,13
12710,16367,0,0,CxxgTsarGU0,0,0,22,1078,950,33,81151,11
11429,3875,0,0,xsJKj9rabtg,0,0,23,14146,47045,494,1097096,4
18268,6827,1,0,EoaVnE44_xA,0,0,26,1174,21726,863,744995,2
13658,21584,0,0,dT62jqngUhg,0,0,20,1507,6543,129,198615,17
16046,12121,1,0,2Z7WZ3qjj64,0,0,24,18006,124137,1770,4108025,35
4257,1690,0,0,pHQEunIsa9c,0,0,20,10959,170399,4781,4292818,9
8302,6695,2,0,ksyfWuv_9OE,0,0,20,1842,10529,366,687675,6
20242,7729,1,0,y5rUi_dcXsY,2,0,26,5192,33125,345,1318348,7
13961,22157,2,0,VMXTRpAWhPM,0,0,20,941,7158,144,640256,12
5331,15020,1,0,AaOrgH2jmtw,0,0,24,928,14141,2004,6861358,6
19210,23238,1,0,dLL98F6o-DE,0,0,43,654,4612,67,212541,11
1168,1937,0,0,xzzFOX_iDew,0,0,20,22157,217704,1596,2838051,10
4324,10616,1,0,cTIU6A8fiYk,0,0,24,24208,152499,1946,2398206,45
2723,9036,0,0,6tFcE6iJ_P4,0,0,22,2166,22998,309,519372,8
13929,8100,2,0,oLSvZ_fQxuI,1,0,20,980,2033,119,357228,6
5014,13746,0,0,_occxMbMzHQ,0,0,28,4803,47761,2614,2456134,7
9219,22094,2,0,xCSc8vi7vxo,0,0,20,542,4326,57,247061,13
14532,23688,0,0,DYSoOfJilrc,0,0,20,239,1817,18,143461,11
6854,4720,1,0,caI5wENBiA8,0,0,23,663,11745,169,532401,3
7698,21981,1,0,0RYsOgVmoI4,0,0,20,1112,5703,49,221959,12
19086,22371,1,0,skKKXyi3F70,0,0,20,612,4381,44,256447,13
16486,20116,6,0,7u2z9ufCzhE,0,0,20,1505,12337,220,650839,13
1555,10469,3,0,GhRQcLE_tfI,0,0,20,2673,44378,1518,1023667,29
9658,8354,1,0,XRM-I6S_YLU,0,0,24,13495,145316,1018,3088250,7
15939,1571,1,0,q24S9eZHSLo,0,0,20,8986,174425,2556,3377902,12
3820,9734,1,0,5beizrLEUqk,0,0,24,1395,2293,350,83345,6
6709,16362,0,0,6tKQatkY5Ts,0,0,22,975,1348,70,211151,13
19248,6191,0,0,XdalNHJHWzA,0,2,20,1675,39736,781,2431010,6
9707,21272,5,0,4CkcXwVPg-U,0,0,20,1210,9547,153,485889,21
16106,22512,4,0,cxQo6la0quo,0,0,43,2722,6528,132,396565,12
7043,6515,0,0,99FODN9EJ84,0,0,20,538,1749,52,181686,0
2350,3077,2,0,7WJBJ9OI1ds,0,0,20,18412,173101,1956,5400593,11
15909,20248,3,0,J07thguZclg,0,0,20,1029,10506,89,341164,14
12826,4742,2,0,qbTy-yQDNAY,0,0,23,6964,65097,4450,2329848,5
7693,16612,0,0,d2yVcRmkFAc,0,0,22,1103,1511,71,206734,18
21168,9245,1,0,wZiZ1JW1rTg,0,0,24,2107,15681,103,275063,9
13411,10711,1,0,cID8nke8QpI,0,0,24,3647,97286,1112,1660421,41
13605,19972,5,0,zX7ZL0nVbL0,0,0,20,672,5630,112,234381,15
3190,1062,2,0,e6ZD-EvWVJI,0,0,24,11348,72967,2368,9981653,6
17550,10561,2,0,tTGQNUbWxbQ,0,0,20,7293,74448,1225,1606560,31
15916,11782,1,0,Wm4JksFhqIg,0,0,24,3418,51204,970,1562561,37
8779,8297,1,0,_ymRWZY5zZI,0,0,24,16911,270588,1734,4100099,6
2901,7288,3,0,Sb4eXCeR-mU,0,0,23,13691,170490,1244,4484038,8
9414,21482,2,0,T2pC9dFVGFY,0,0,20,1227,11754,97,230018,29
4222,14841,0,0,ZSQ3WrE_BX0,0,0,24,94,1497,84,499027,1
6353,4688,2,0,L-OhlJHaMjQ,0,0,23,824,19022,212,685967,5
2710,9478,1,0,xTX3SWtFD04,0,0,24,6770,37058,695,1332489,6
11962,197,2,0,FGUrobqSHm0,0,0,24,7685,98099,2685,4407656,7
16010,12867,0,0,bjacnAG-e1o,1,0,20,4770,55999,1107,3406774,21
9224,5490,1,0,vUw_-UmRVRg,0,0,23,1185,6198,60,399856,1
14756,13102,1,0,sAH6LEWpdjc,0,0,20,1301,5497,63,111735,45
15366,21642,1,0,INuB_5xIZUw,0,0,20,718,8256,71,328453,11
18161,22508,3,0,2b9TRJYty6A,0,0,20,458,3137,55,138047,11
9024,16842,0,0,_uFJNtQwLj0,0,0,22,534,1273,56,247693,11
2954,21736,0,0,Z_EOeaLagp4,0,0,20,231,1909,34,75938,22
21329,23225,0,0,6OKvjN8-fzU,0,0,43,613,4649,37,190987,14
18811,11514,1,0,j-2516jQWIY,0,0,24,3109,60704,1246,2180297,36
7650,7145,3,0,YFMaLuI1uxc,0,0,26,23429,73022,9176,34603762,8
16314,12395,0,0,lDukq6AYEsI,1,0,20,3392,55483,991,1172717,45
20529,10427,1,0,W-Zo7ilSpSY,0,0,20,3634,93292,1046,912669,8
17212,9145,1,0,s9RzeTyoIDU,0,0,24,2432,35998,592,1085728,14
18270,1027,0,0,U7hP8IA5lsw,0,0,24,4547,23796,845,2396981,6
19977,15196,3,0,DzUiVoYJQis,0,0,17,4128,51769,1170,9413387,4
18001,20586,4,0,ocADweI1RiY,1,0,20,396,11111,67,349957,12
21656,24123,0,0,_tfse2qjdQI,0,0,20,259,1809,17,112683,5
19395,20634,5,0,T-qqGA5r-KA,0,0,20,809,9906,69,374113,14
8384,8660,0,0,RHMSYEcrdnA,0,0,22,8355,42726,828,965137,14
13485,22137,2,0,7daEM05jN7c,0,0,20,307,2670,47,178196,20
21390,12649,1,0,DTKEfmQlDC8,1,0,20,8981,82588,1729,2367230,35
15186,3640,2,0,JI4e7QlXsQ0,0,0,20,10241,41770,636,1371154,17
2622,9652,0,0,gdrWesbOWDc,0,0,24,9299,18811,741,961794,12
2416,13973,0,0,CmWkuspFPGc,0,0,28,826,12108,463,725957,1
6717,14831,0,0,GaqDRjg4hR8,0,0,24,75,982,81,260905,1
12360,309,1,0,xyUHAt-DBV4,0,0,24,13063,118897,11597,4721774,8
10632,15512,1,0,pIQe3iix5Xc,0,0,22,12995,16058,172,596123,12
14566,17366,0,0,SBTMoCG8vaU,0,0,26,173,1523,369,1779298,2
790,5779,0,0,X0WbRp7guRs,0,0,20,10759,125063,4184,4515356,10
1492,6704,1,0,73ENJnF93AU,0,0,20,320,2274,38,119541,9
17216,7801,1,0,q-wm5NvZGD4,0,0,26,9622,68901,1550,3790819,9
19787,9888,0,0,qYEMHJIQ89k,0,0,24,317,963,10,26160,5
3057,1234,1,0,E2G_4bkRFXo,0,0,23,76,385,291,213701,1
11664,830,1,0,zhcSrFCIkfg,0,0,24,11845,117398,2998,10475384,7
16419,10811,1,0,RnDpF__3Bxo,0,0,24,3428,42505,733,865597,16
3024,2727,1,0,TO8VG5rHxXk,3,0,20,1,95559,1447,4000121,20
20359,17074,0,0,cHA5xS2nJk8,0,0,22,200,1303,178,1220598,2
14955,4478,0,0,ZfQ-ZodGWzo,0,0,20,199,1545,26,92540,14
17657,15830,0,0,yoRAvKxwq2U,0,0,22,3452,7360,275,736275,10
11862,15440,1,0,pkRqLxIugL4,0,0,22,6147,20799,486,1628788,13
164,5067,1,0,ZymVvmuR7U0,0,2,22,48336,108248,3819,3731141,0
12875,919,1,0,ZzayNkukVww,0,0,24,263,2159,55,122179,2
12433,8299,2,0,lk22DD73J6g,0,0,24,9826,204670,737,2405653,7
5052,12464,1,0,RQi8lB_Qzk0,1,0,20,3795,31608,632,750210,48
14112,3316,2,0,tn4As9uSV6g,0,0,20,11428,92092,1651,5631998,14
9895,23673,0,0,m06ViY8MaG8,0,0,20,398,1628,41,164875,17
21947,10568,1,0,-lV6Q37jIrI,0,0,20,7523,52893,1348,1556901,18
7053,23436,0,0,JNlaxiyB7a4,0,0,43,261,986,9,76647,12
11558,23419,0,0,Z1VSC-k10Pk,0,0,43,155,1788,32,150575,7
14385,1417,0,0,HZi3JwIWdcM,0,0,23,13779,70013,5922,2704507,2
20082,15112,1,0,jgnVsuKY3oM,0,0,17,12511,139591,3793,22581557,7
7612,12812,1,0,43hl1G21d4Q,1,0,20,14238,177998,3569,4622355,39
1052,21578,1,0,8gZ_6vr8piY,0,0,20,3763,30810,217,957108,13
20812,13128,1,0,mFDkkEyWMek,0,0,20,5118,30662,865,2042685,35
11155,14225,0,0,lt1lbsRmHZg,0,0,24,506,3815,137,166830,2
12238,2677,1,0,XU5JJraK7jQ,0,0,20,8,551625,6010,8058629,19
4064,2448,0,0,u3tXwOjRPak,0,0,20,1,194645,2708,7027646,1
11691,1963,0,0,6f42pQPP5TU,0,0,20,46313,384918,4424,9966065,3
21504,8216,2,0,GOTk0-Q6tHU,0,0,24,4193,112994,487,1156094,4
17692,2971,1,0,IzWbm4QOh1I,0,0,20,8327,129516,1240,4040983,9
8423,16377,0,0,l2X890PVA1k,0,0,22,507,824,29,54970,13
16858,3000,0,0,gd_4juHPDaM,0,0,20,23020,343739,2532,3703090,3
1321,15215,2,0,AWtabf74daM,0,0,17,1409,9874,245,2164334,3
15653,15517,1,0,_qLq_drrK-Q,0,0,22,6049,19058,270,1167898,16
1913,23834,1,0,7tn7uDAudYo,0,0,20,767,2704,62,208657,18
2986,7408,2,0,GGdoUaA7XmM,0,0,23,11876,111508,570,3040977,6
3305,3203,2,0,HLr76cdGj8E,0,0,20,7568,70925,1185,2498321,10
21265,229,1,0,U3E7YsFBpQQ,0,0,24,4560,63703,3887,4188141,6
14875,15803,0,0,k21xL8UMKFU,0,0,22,13125,13312,581,1478779,15
3361,13101,3,0,5c07FFYhqhk,0,0,20,4819,16053,454,928291,38
16083,4365,0,1,NFEWiT31ptM,0,0,20,3502,23383,229,1507705,10
15024,10313,0,0,59b5ODkm-Jk,0,0,23,2317,17292,761,1707687,2
7014,9143,1,0,SgJDOz6d5Wo,0,0,24,1079,17625,94,269399,13
12808,22739,9,0,Erbv2QI6sZY,1,0,43,277,1441,10,89611,21
9442,1890,0,0,xLzUlNldnkY,0,0,22,9393,144729,1723,3569736,9
7840,20110,4,0,yFuV1o_CU8o,0,0,20,1530,16844,172,306656,18
12728,11306,1,0,zz-ikUSsGjc,0,0,24,1599,24917,1178,968898,35
3218,23568,0,0,LgZBaON2NeU,0,0,43,721,3795,145,903580,14
5319,12654,1,0,KjJT4f5IuQQ,2,0,20,1605,23826,605,1384645,28
2476,5475,1,0,xe7-6AUMxUs,0,0,26,797,7360,66,733283,2
15477,16814,0,0,qHF9PXykyfw,0,0,22,368,560,12,74323,15
1079,23875,0,0,0yBJSvu5EgU,0,0,20,1701,5382,79,293269,21
15618,6958,5,0,1Opa5KcmLlQ,0,0,26,10145,86951,2484,5440494,4
13949,9346,2,0,ASeFBnXluSs,0,0,24,2372,28237,495,681078,12
15078,12126,2,0,Q781ZBjtndY,0,0,20,1771,14788,567,305467,19
21993,6193,0,0,7pFfWDnesEI,0,0,20,2609,37494,895,2344107,5
21277,2661,0,0,Y_QX7wHdpqw,0,0,24,44,308160,6432,8806602,4
4290,14528,0,2,Yrc7qs5_59w,0,0,28,75,298,12,32628,0
2979,10911,1,0,zQ7DfiVE2_g,1,0,24,2730,54922,826,1272068,20
13077,8920,0,0,5m0IoNjIGyg,0,0,22,2110,26109,132,433794,12
20085,2625,0,0,chu_QVbR45Y,0,0,20,0,151204,1245,4022530,5
10744,10163,2,0,NtF4p_i40BY,0,0,24,26838,272442,2422,7086395,5
10345,12250,2,0,rq2EGFWx8gc,0,0,20,3309,59698,622,1951084,5
8563,2890,1,0,tN4Y2IhfZKE,0,0,20,12012,148466,1091,4633707,7
15391,3721,1,0,ELgTmW6iNaU,0,0,20,21484,122356,5316,14614200,19
12856,15651,0,0,xhqWEhX1O7Y,0,0,22,27686,64726,1125,4886272,14
2429,3428,2,0,6KTVv9AGxQU,0,0,20,18341,59681,635,1930665,16
16120,13961,0,0,j-mKQ8pdGSA,0,0,28,2309,23395,1055,2007310,1
2865,1308,0,0,RljdJzA1nhk,0,0,23,9509,106558,928,1790256,11
16064,6982,7,0,NmgssKd75v4,0,0,26,2907,13111,1075,788147,5
17453,14426,0,0,zWzATFWBPfU,0,0,28,182,1030,19,46272,1
16208,5815,0,0,Ku2jabxmoFE,0,0,20,3913,81511,988,2522029,4
2997,1956,0,0,Z7Cb9BSp6Hk,0,0,20,9573,162417,1870,2572674,3
3486,21171,4,0,LWQHt96rYXA,1,0,20,1556,20706,216,831350,15
17261,7364,0,0,S107HCcZYKA,0,0,23,1247,13916,210,203201,26
17462,16948,7,0,_nxDeQtfaiE,0,0,24,323,2278,74,221660,3
5712,2443,8,0,xYT9192W-OA,1,0,20,3,98976,1838,3915108,44
8467,7037,1,0,QcWDKxdUMfA,0,0,26,11442,66628,2730,4778615,7
4535,14826,0,0,LjL3s0LjfzU,0,0,24,80,1022,78,336986,1
14216,4269,0,1,qKsLEPdpLjk,0,0,20,1661,11345,148,679935,13
6138,2269,1,0,O8HJ_qBV_VU,0,0,20,7,155424,3093,3849261,6
18916,17052,0,0,EKdqaF6X_c4,0,0,22,442,3368,780,3740799,5
12847,1074,0,0,c4aVc0tuEPg,0,0,24,9430,49953,1251,5710606,5
17205,1076,0,0,x6bVN1i18Y8,0,0,24,8743,33924,1558,3156173,5
16224,7897,1,0,K9xqOls1tM0,0,0,26,4302,59901,1227,4676495,6
18889,7229,2,0,hC3gJFxY0IQ,0,0,23,10569,107713,841,2012176,8
8497,477,1,0,nfOcTFooaGs,0,0,24,10623,49049,1461,2941914,9
2458,956,1,0,fViekIyvt5E,0,0,24,4978,37590,1063,4084948,5
1049,4001,0,0,sXCBYSFObag,0,0,20,13057,95264,2010,7942563,12
2377,14168,0,0,bN0oeSJypq4,0,0,28,1087,20166,409,409961,2
10894,19667,7,0,PsehW3_daw8,0,0,20,592,6502,51,210036,27
13381,16885,2,0,GQZRaCuKwlY,0,0,22,657,2548,156,391592,11
18140,13342,0,0,uZb30vnz87I,0,0,20,3631,20375,477,1579332,39
17669,22314,0,0,7LPyZIwG0RU,0,0,20,2621,5799,317,684966,16
20349,5197,1,0,W8ZunUae7mQ,0,0,43,14681,45195,1573,4991105,3
810,10122,2,0,W2FMosrXv7Q,0,0,24,103040,313336,2892,8174451,4
4278,4843,1,0,OrmGK1V_XQM,0,0,24,17151,177030,2257,11234727,3
11491,22220,1,0,Hvvsr_loAUw,0,0,20,398,4439,105,591846,8
14900,13217,0,0,YPS_3cSwnz8,0,0,20,730,2541,70,119846,23
16828,9973,0,0,cHv0jhYdyxU,0,0,19,189,1134,9,26336,2
16706,3827,0,0,uVnKUDNgKn0,0,0,20,14648,75062,1486,3976203,10
5449,12978,0,0,4HBSTp4XZ_Q,0,0,20,5337,26058,493,761293,24
576,2646,0,0,a2ztALd_2E0,0,0,1,11,199070,2849,6963407,1
16835,16393,0,0,_byEAEMsgYg,0,0,22,2188,2323,120,273341,14
15342,7394,2,0,hc_CucRjkno,0,0,23,28580,118097,1135,3855354,8
18177,7188,1,0,tiVRUtURMAY,0,0,23,1523,17552,284,328747,54
5717,2487,0,0,6f3ggHmxY-8,0,0,20,20,172296,3038,7822796,6
7109,13711,0,0,siigvPp_1Jc,0,0,28,8244,55660,2816,3219814,11
721,11526,2,0,oZUPZSocg4Y,0,0,24,1880,49872,978,1512767,20
16198,3881,0,0,TsFWG97SQYw,0,0,20,6260,29558,243,971115,12
686,12329,0,0,FrxtHQvpfmM,0,2,20,8542,110805,916,1130546,7
20316,21265,5,0,nFr0jqc__RY,0,0,20,787,8641,107,474845,26
17226,6201,1,0,1_kUXRrYglk,0,0,24,1650,19688,782,662172,1
21842,11063,1,0,bQf-COF26vM,2,0,24,3622,57549,1161,995748,34
13664,21986,1,0,cAe49C_1wEU,0,0,20,690,5365,69,237347,15
9752,14632,0,0,qQh1Vo4eneo,0,0,24,556,2965,256,412032,2
2849,15990,0,0,M2qbqA2KWoU,0,0,22,1737,2425,68,187739,10
7470,22621,2,0,A6HsU-eO0PM,0,1,20,292,2252,40,274408,12
13379,23565,0,0,Wt67W2bVjEE,0,0,43,6530,56638,822,3285424,19
6303,11926,1,0,_mUzPn4O62c,0,0,20,12344,113639,1847,1445852,29
16400,5884,0,0,816mEsJpsWo,0,0,24,9304,104007,2780,3219752,15
12201,14291,0,0,aab8VjzuXyM,0,0,28,2122,12259,951,1179988,4
18543,14511,0,0,r-a9NNJqPz0,0,0,28,202,416,15,41047,2
9951,1137,3,0,FOZvFxC-tnI,0,0,43,1730,3909,331,466242,3
18816,14946,1,0,GpYJcwb6Eq8,0,0,24,468,5273,1232,5050816,3
11836,23123,1,0,xZeKFTbxcXE,0,2,43,1578,6536,69,266131,10
6238,8904,1,0,akn-XWlnuoI,0,0,22,46867,145923,2345,3072296,11
9456,967,1,0,qK8cJH_b5fQ,0,0,24,317,1835,70,149176,2
7936,10226,2,0,rdiEFBqpZXc,1,0,23,6837,193479,3826,7547049,4
5404,9249,2,0,PX2dP9dbt_8,0,0,24,4663,155265,1335,4778768,9
3307,23301,1,0,X9M5HKERnXs,0,0,43,106,1437,19,63422,4
17312,9225,1,0,XoL6vmsZ43U,0,0,24,768,14302,104,250113,10
898,12012,1,0,ByjXNdVsYgI,0,0,24,8219,57907,1093,1894795,32
1018,11717,1,0,t2JCLHpe3nQ,2,0,24,1971,39241,536,661156,28
17379,12773,0,0,KIV_RKElEwY,2,0,20,7605,59588,936,2072365,33
14653,2581,1,0,1hM8n5c9YKg,0,0,20,1,77791,748,2188866,8
21121,21247,2,0,kwFkkrRHrQo,0,0,20,1836,11204,216,990398,18
295,16186,1,0,79ugmwb25FA,0,0,22,836,1680,65,188895,13
15232,10683,1,0,RzAkhmLHpXM,0,0,24,19821,65872,1034,1252880,38
5704,3967,0,0,zcq0Ib86J1A,0,0,20,2894,13930,323,1015589,14
7738,5284,4,0,T6SZyALXu0Y,0,0,23,8358,37623,2204,6011939,4
8540,20276,3,0,6bPAzfDQkT4,1,0,20,744,12922,137,532513,11
16276,16083,1,0,1PC-yjdgEe0,0,0,22,1499,4161,239,710692,10
21217,855,0,0,BhEMR5OJxbg,0,0,24,4595,20752,364,1222538,4
9236,13365,0,0,5Vq5SHV_ccw,0,0,20,497,2277,38,101371,19
15243,3049,2,0,JpIH9ONamvU,0,0,20,13982,135564,1078,3416543,13
6723,17181,0,0,0S22c43H0xI,0,0,22,343,6125,2866,10797062,5
15785,22188,1,0,KiKJsAyhX5E,0,0,20,374,2530,46,179066,14
15277,16857,0,0,nzJ2GqWqs2Q,0,0,22,467,1308,97,313920,23
4223,19910,4,0,WnxZkBX6JKE,0,0,20,1643,21761,170,915468,16
14786,10279,1,0,rRRLyf2sywA,0,0,23,20976,232111,2889,19374774,2
12494,1386,8,0,iZJeCsXk17A,0,0,23,9094,171854,3664,7744712,7
5525,11093,2,0,rtTF8JGCBLE,0,0,24,9430,123530,3179,2028249,5
14810,695,2,0,m8tlFnMwnF4,0,0,24,1048,12896,290,650102,4
5548,13831,0,0,p83cjgO3wik,0,0,28,4137,27555,1752,2686831,6
4559,4928,1,0,kBtT08QuuZw,0,0,24,16283,169882,4899,11971176,6
11525,11052,1,0,Sr3-so-kGOI,1,0,24,3802,71377,1183,804937,37
9404,15748,0,0,oQmvSxuTsz4,0,0,22,2318,9764,200,487503,10
4843,4399,0,0,l42fUzw_a7E,1,0,24,766,4458,30,181136,12
17466,6026,0,0,uYYnNTAIHCo,0,0,20,4236,68202,3103,1995225,4
14217,112,1,0,J4t-G1MpttM,0,0,24,947,9144,215,876510,2
1270,10383,1,0,y5-GxGhYMgM,0,0,20,3573,44445,692,900850,17
19336,22437,1,0,bc8McpfmXLo,0,0,20,1981,9577,393,1230186,38
20200,21859,4,0,3pfJzK1tdR0,0,0,20,39525,138752,4090,9979753,37
8619,24218,0,0,EGnJs-EU5L0,0,0,20,69,473,6,24297,6
8189,13298,0,0,okbIoiolmms,0,0,20,4461,11657,402,1482113,26
140,16343,0,0,vmhK6EXqje0,0,0,22,586,1292,52,152415,10
6988,3170,2,0,s6xaO9QxmJw,1,0,20,25325,156515,3158,4632022,19
612,9691,0,0,a5JLaoq_D7o,0,0,19,1619,7605,57,204316,3
9957,22353,4,0,unYCsJY6mcI,0,0,20,863,5825,69,296653,13
17574,3945,0,0,uw4pqN3tXBc,0,0,20,6690,35039,286,971515,13
9072,8371,1,0,WDJV4dvx7C8,0,0,24,6563,53377,252,736882,6
3011,16248,0,0,QNjuZh9MrnE,0,0,22,1458,1788,83,186169,14
8160,11931,1,0,s9CDaLxwWfc,0,0,24,1301,28040,497,879516,21
18726,1415,2,0,Fk5zjfLL6XI,0,0,23,15360,106599,1425,3646748,4
11577,21246,2,0,rNPcnWnvTIM,0,0,20,2226,11403,185,750021,19
14628,24103,0,0,zbXi48AP2qA,0,0,20,1118,8702,77,625936,10
16242,13750,0,0,5mFIYGMAIn4,0,0,28,2443,45072,934,716201,3
1271,15151,2,0,RQhGTZStSAw,0,0,17,3800,66340,1466,11083332,2
17406,10530,1,0,x4gdjmu_ICY,0,0,20,5653,64127,1470,1128527,42
3997,16007,0,0,RabvrecwA9M,0,0,22,2351,3857,144,470160,23
9189,19842,3,0,5qUouM46VeQ,0,0,20,1420,9150,108,291641,23
2342,6463,0,0,9nnq0FNDPJI,0,0,20,29,6786,579,1485111,2
1903,6262,0,0,LHeiuphL4N8,0,2,20,3163,28723,414,952245,3
21999,21914,1,0,w_HecWqeJWg,0,0,20,595,4238,44,138187,20
14037,11155,1,0,XrzEZ1N2sfs,0,0,24,8620,65102,1756,2292604,42
5136,3835,1,0,04RCJp5YNp8,0,0,20,13535,49210,701,2610286,19
9098,12224,0,0,Bm-RAi3t_nU,0,0,20,4186,42195,676,1017646,19
408,13802,0,0,bQmyD-Nn0js,0,0,28,1892,51918,1073,824295,2
7717,2479,0,0,b1juOJK4yKs,0,0,20,7,173372,2636,5642836,11
19751,11007,1,0,mT_Zuko7Ql8,0,0,24,3607,49285,1259,1431380,19
