,Unnamed: 0,descriptioncount,descriptionsentiment,videoId,tagcount,tagsentiment,categoryId,commentCount,likeCount,dislikeCount,viewCount,duration
21394,7990,1,0,mFf6rcP7GVU,0,0,20,496,1858,148,379031,14
11848,14911,0,0,mvrfXvLgbW0,0,0,24,660,4653,924,3978799,1
890,7565,2,0,lO9lHTgEIXU,1,0,23,13380,164968,2983,7638416,9
2932,4707,1,0,0N5235Xv5ig,4,0,23,580,9775,231,352197,2
16401,16017,0,0,a8bwcwob4Mo,0,0,22,1111,2802,160,501888,12
2344,1599,0,0,AdseIdK2Ga8,0,0,20,14835,293885,3538,5248772,7
21710,19657,4,0,cykk42znPns,0,2,20,770,6756,48,188033,23
18672,3527,1,0,J1lgOslU2L8,0,0,24,21308,300301,3827,10764240,9
15877,16285,0,0,QSDApr7K47E,0,0,22,1226,2123,145,219511,9
12354,4577,1,0,dRQYgt8JSpE,0,0,23,5948,71664,2148,2657490,4
18009,6465,0,0,C2RZ4HajR_A,0,0,20,5836,35566,2294,4058326,2
20319,16349,0,0,7DcZI18Xl54,0,0,22,472,780,30,53867,14
11328,11035,1,0,EmyGJkHrj_8,4,0,24,1404,23438,525,533991,35
1990,15557,1,0,fm6qieSnohw,0,0,22,6276,13130,187,446918,14
16280,8659,0,0,t_fv1GyS0fc,0,0,23,1552,20845,142,536977,3
22042,9914,0,0,r6eQ09Bbb8Y,0,0,24,1867,5068,73,239138,6
3645,10677,1,0,MnaxWT02K-E,0,0,24,4557,52579,697,807634,36
8709,10462,1,0,cN6jXojTSc0,1,0,20,5091,74855,994,1426347,18
7194,6293,0,0,kcemNRdZYYk,0,0,20,3155,21068,586,914519,10
8450,15252,0,0,9B1UQ1mcgMg,0,0,17,893,5630,133,1638394,2
9789,15027,3,0,9WFfHMwo_Lg,0,0,24,215,1650,162,631187,7
18865,2483,0,0,gBu21qdGDl4,0,1,20,2,284010,7130,17836108,9
2304,21569,1,0,6IRnO0xtQOQ,0,0,20,2480,19330,145,693171,11
13354,15153,1,0,rhMfYKzaY4U,0,0,17,32914,56819,3020,8639620,4
11602,9637,0,0,K9J7sFhEDzM,0,0,24,1491,6631,170,439205,6
15667,20648,3,0,7g6rjFvQBaQ,0,0,20,1036,9184,76,261713,15
401,22516,4,0,NxVprhma2eI,0,0,43,1207,8243,67,390281,12
22050,8292,3,0,lHtToqsdyc4,0,2,24,4043,81505,490,1321638,6
2782,725,1,0,Eot5lwDO4Vc,0,0,24,1554,14726,380,533390,8
12666,5875,2,0,XO2IybXThnw,0,0,24,13780,135710,8346,2735540,3
21149,19647,2,0,nVNR2j8LN8A,0,0,20,1179,15809,73,363062,19
19866,13780,0,0,O-B5TcIF_2U,0,0,28,4368,62255,1447,4026369,4
10759,3225,2,0,22VvpWHmJoE,0,0,20,10417,136522,1651,5441304,5
9535,682,0,0,rDYAGRLBO8M,0,0,24,2232,13364,597,498727,7
249,12353,0,0,T-4WdlQLSfY,0,0,20,16831,125744,4088,7195158,47
8298,11313,1,0,2uHUQl3IXqw,0,0,24,6848,57603,1852,1488702,32
8803,20992,4,0,vsiNBeTxeWA,0,0,20,3200,12034,143,470797,37
1991,20318,3,0,4pJEywa_1Es,0,0,20,1717,18236,168,1016924,16
16539,5168,1,0,AMzKHhjpc1c,0,0,43,16944,140920,4712,20835346,3
11498,3326,2,0,C7quxBo6pdk,0,0,20,25442,168016,2159,5622223,11
4094,14739,0,0,qfIAApuINa4,0,0,24,557,1666,92,384249,1
5803,11812,1,0,at6bTu_6Apg,0,0,24,4641,53157,1588,3456996,38
16402,8471,1,0,Dm9nw5GdlzQ,0,0,24,8894,16232,3396,660768,2
19550,21314,1,0,Wu6tvKwFdb0,0,0,20,2489,13893,143,357072,21
10029,6204,0,0,y1O-EXqt2Yk,0,0,24,3156,25590,3650,902653,2
10808,605,3,0,syGKzWsBrQ8,0,0,24,16665,126187,2935,9096717,8
15092,6738,0,0,2wHWloOrkFM,0,0,20,319,1576,53,106195,4
12734,15536,1,0,BFVDYYb1duU,0,0,22,5558,12959,136,492965,13
6183,7095,2,0,FUJ7uQ2qwxk,0,0,26,5660,17117,1796,2448938,6
215,670,1,0,G3k45oTU6bE,0,0,24,13615,71766,1730,5882149,7
7005,11980,1,0,bD3TjQMTQCE,1,0,24,2127,41478,960,1876876,20
1731,12391,1,0,IN4Mcv-mhC8,0,0,20,10852,66956,1189,1840291,41
11977,15077,1,0,gpe4kNlRcmE,0,0,17,19904,158208,4954,8828493,7
8081,4534,3,0,1QUpdYmkScc,0,0,20,1035,9403,52,566701,11
8618,1522,0,0,QrCFQADkjVY,0,0,23,4896,30216,947,3610800,4
16904,23559,1,0,gCa1ut77I84,0,0,43,3228,19942,508,2772760,11
17021,20198,6,0,8te4L6pf42A,0,0,20,1320,18732,141,736233,14
1153,5920,0,0,Lo1402BT1So,0,0,24,4050,95839,1425,1862976,6
17676,9323,1,0,TVdpn83YbYU,0,0,24,2557,19551,190,323102,9
20961,9040,0,0,W6kb5SaCRuY,0,0,22,2862,24467,240,921323,7
17106,4203,0,0,abKM-7VAwks,0,0,20,5121,40522,515,2404552,14
16986,3372,2,0,E41Gmib1esk,0,0,20,38366,167228,2519,4964146,15
21275,4394,0,0,On9PezFoT1I,1,0,20,3358,14972,189,703463,30
1076,15586,2,0,TrbcG5puj-U,0,0,22,5387,18814,380,1024838,9
11978,17199,0,0,7GoZ2Tjh8EE,0,0,22,671,4987,856,5993941,5
19463,20357,1,0,WRQgubqYFe8,0,0,20,1057,15974,109,487492,13
13637,3611,2,0,cu9U9LGncPI,0,0,20,34596,104866,2089,5226290,16
14544,6740,0,0,QC8y4L9eG-A,0,0,20,243,2759,36,279717,0
16844,6269,0,0,TQ6o6C1JNXw,0,0,20,15917,206712,6062,17809331,8
10372,6767,1,0,Pk-meKNf_Yw,0,0,20,176,1445,23,170413,2
14556,7585,1,0,31_kL9p578k,0,0,24,1117,7448,347,284462,1
2268,12755,0,0,ZNoplDND3wc,2,0,20,7284,45505,681,1744426,31
14951,4696,2,0,Abv1i9C8qIE,1,0,23,1173,21002,181,679330,5
18908,13627,0,0,0Yc_LKJ2790,0,0,20,24,252,9,19294,7
15507,14757,0,0,0P9neZeQGwU,0,0,24,1172,8736,634,3009980,4
6951,14283,0,0,yJAJ29JYkv0,0,0,28,1641,11458,182,389950,3
12216,6777,0,0,HF8q7xTAuT8,0,0,20,72,522,20,46519,1
8627,5140,2,0,Y-SJ-4uqmUU,0,0,43,48726,201916,10103,30268557,8
12440,9890,0,0,AqVHRme8UsA,0,0,24,1482,2111,7,35635,6
10716,20988,1,0,fjolaVQkVSQ,0,0,20,850,14013,214,654962,19
10585,14751,1,0,PV-jyKDW4kQ,0,0,24,651,5819,630,2307174,4
12823,24162,0,0,1pNn9amFbeA,0,0,20,257,1602,12,158044,7
22008,8080,1,0,yUcX_q7m6IQ,1,0,26,24302,99539,3486,11419220,9
19750,9172,1,0,zEAummQgzDU,0,0,24,2323,21090,159,440795,9
20046,469,0,0,SjenWNqUpbg,0,0,24,3313,33505,531,1743644,7
11069,12529,0,0,e3u7DcxsPhE,1,0,20,10417,34831,616,901607,35
5574,9653,0,0,9omqXc-vSjQ,0,0,24,3315,17770,526,868707,6
12940,12034,1,0,qWkQl9aITEo,0,0,24,2271,35051,1683,849384,30
2234,6210,0,0,FM-fqljmLGE,0,0,20,4499,61778,2855,3710091,2
7978,14682,0,0,xFUXhtV-mG4,0,0,24,1082,11094,1107,2725335,5
20701,7532,2,0,fFOQiw9_iUw,0,0,23,5559,81689,775,3898367,7
10472,6125,1,0,JWB9JOW5NHY,0,0,20,3170,74690,3068,3376956,4
21342,381,1,0,S6-27zN_aCQ,0,0,24,455,7313,117,354655,5
12635,16854,1,0,T8hMsanXlyk,0,0,22,922,3575,319,1015549,16
5285,3154,2,0,Dkq_2gHYSBY,0,0,20,14253,76833,1516,3298003,16
8847,12553,1,0,VSHcImVqBtE,1,0,20,5742,43389,1530,3746576,40
1216,4635,2,0,AkCl0Hiv7EU,1,0,23,8759,71796,2249,3489675,4
4151,11373,1,0,B7oQS3JU_9U,0,0,24,3273,130224,3020,2854452,31
4798,741,0,0,i0uuBoDcSC8,0,0,24,9827,56812,1081,3464850,8
16200,9583,0,0,8PI5-szawJg,0,0,24,985,4584,48,157070,6
11260,457,0,0,bAdM9xf7cbk,0,0,24,7724,113562,1973,7058335,8
9896,16168,0,0,sO4loJOJUqM,1,1,22,1461,2342,125,374072,15
7210,22089,2,0,HroNFcl7U3U,0,0,20,809,5379,81,283864,14
8451,22376,0,0,F0QX5T9s-Gg,0,0,20,528,4254,69,287298,17
17306,5655,2,0,TYq0A8zsrCk,0,0,28,2540,12609,517,2247241,2
165,13291,2,0,k62hu8pTiDg,0,0,20,487,2504,42,83960,15
16207,23081,0,0,K3ig63QrOJA,0,0,43,98,1073,13,56419,12
10210,14395,0,0,4EByV20G21E,0,0,28,156,592,55,71373,2
7034,4436,0,0,GvwxQqYX4HU,0,0,20,2888,16492,192,923521,12
19856,7134,0,0,-joBOHlg5J0,0,0,26,6131,19865,1252,6871882,8
4104,13378,1,0,tWZ2tQCNMzk,0,0,20,732,6424,145,376369,8
4710,5328,1,0,cvHeVdlZQPs,0,0,23,4597,31634,2070,5052741,3
14004,2911,1,0,Q78C8mlDtx4,0,0,20,7154,92593,1156,3088382,31
17864,6743,2,0,D-QVFJQt9UQ,0,0,20,256,2379,57,115620,3
16887,16537,0,0,mHARudDzEXs,0,0,22,4374,9702,813,2520168,13
2007,20075,9,0,Xs0xf_KJTMs,6,0,20,922,10443,98,467537,12
20098,4356,0,0,ENjss9ujOUA,0,0,20,1529,10942,71,434921,10
16098,6713,0,0,YhGewz8HSyQ,0,0,20,1654,4456,45,256036,7
5002,21460,2,0,LaOyI7ZoGzk,0,0,20,1717,16425,187,456406,16
1811,10866,1,0,kBCwALwPjP4,2,0,24,4039,104087,1190,1323794,39
16219,2933,1,0,lXBbv1_i_QA,0,0,20,19364,147627,1826,6255569,23
6602,22962,1,0,BBhOBz_eRCg,0,0,43,677,5706,69,161000,12
2915,21005,4,0,NEWIVrdclSs,0,0,20,535,8977,90,344470,20
16303,12209,1,0,8d46wy8gk7E,0,0,20,2589,32069,551,1036137,25
10138,21037,3,0,ED5zLfcR3po,0,0,20,2490,16306,137,425255,20
12479,4864,1,0,sRGM_pqe2ng,1,0,24,9803,130539,4645,8598442,5
13788,15244,3,0,WlWmwWQaUws,0,0,17,389,6721,219,1616880,1
4806,4597,1,0,9lfL0oHl8Yk,0,0,23,4228,65244,2477,1781543,4
2349,10954,1,0,9f5DZ-rxt_I,0,1,24,4336,61018,893,1011402,27
16592,19698,1,0,NSHu77yqCA4,0,0,20,1420,11233,315,391225,18
2745,19914,3,0,prBiu0uoT98,0,0,20,1333,11839,117,438883,17
2780,19777,3,0,ViFZws4ERKI,0,2,20,1198,6802,84,310600,24
15348,5196,2,0,9rcomOfWUvs,0,0,43,5204,28141,1170,5427433,1
21402,5604,0,0,5CNg8WSlUjg,0,0,23,275,2023,26,223905,1
11464,1331,0,0,A-J-Iu25DUs,0,0,23,2509,55936,328,1736177,9
6231,8147,2,0,M6V6DKx1p2U,0,0,24,3260,46546,409,640430,5
11511,21881,3,0,Nt_KbBNPdHY,0,0,20,1890,6086,55,390029,10
3720,23325,1,0,0nkRfk8Fbss,0,0,43,231,2150,28,146073,12
18975,16913,0,0,Gd6u_FP2RT0,0,0,22,922,2130,129,576632,7
17695,377,2,0,TDT3GnkF_U4,0,0,24,25996,170851,3753,8745937,8
20848,14098,0,0,sRA3wW8xq5c,0,0,28,10109,111770,3203,14803803,14
1862,423,1,0,6ZeiLwHKlds,0,0,24,8410,71073,2758,4069075,9
21847,4165,0,0,v2wZZMj57Ec,0,0,20,2044,14718,125,609946,16
12383,10488,1,0,p30D-yvjdn8,1,0,20,4026,74687,1295,1202369,22
15645,11238,1,0,2D0iqU-ZxJQ,2,0,24,12145,104090,1396,1346352,21
20394,16028,0,0,SBwZ_hZOpDg,0,0,22,4017,12038,856,2846550,19
8201,11556,3,0,GqRaw_gBlJw,0,0,24,6689,136348,2489,1771530,12
1656,22039,1,0,m61BdTYTFoM,0,2,20,955,5378,61,188720,14
15659,15769,0,0,Nb1D30kLlMU,0,0,22,4321,8890,253,792232,12
5748,9476,1,0,jVHdVfnhHlE,0,0,24,7007,22476,307,625652,5
1937,15744,0,0,5_wVfne_6NQ,0,0,22,7351,11134,607,679704,22
11949,1578,1,0,FT-c2rK92dY,0,0,20,26319,306741,5530,5979154,13
1273,15841,0,0,LUT0xnwlxvU,0,0,22,2516,6123,114,329398,13
6291,10493,1,0,lueh1IPpaAY,0,0,20,1959,40392,729,749489,16
19351,13367,1,0,qHIB8V14ZCQ,0,0,20,617,3916,142,328388,29
13735,20732,3,0,faS8YJsR_YE,1,0,20,454,9067,171,386741,19
12381,12729,0,0,QttvNvPVoAM,2,0,20,7351,49996,1037,2233994,32
3017,23884,0,0,jEC1CFXVTEE,0,0,20,379,3415,35,167669,10
18492,12237,1,0,6F1AksiCjnc,1,0,20,3143,27234,928,1147799,34
7446,360,1,0,kjHt3steh2U,0,0,24,12095,78653,3225,4746319,9
4634,7887,2,0,EyDbKj_l1X8,0,0,26,3404,39158,726,2601661,6
2120,22547,1,0,e4acRthWKAw,0,0,20,775,3368,42,124899,13
7542,13693,2,0,JxmJDQiqA6U,0,0,20,652,4360,99,142239,5
1706,22537,4,0,l2IJCbDlBcI,0,0,20,1178,5952,68,165914,18
19980,16258,0,0,0bVS8nzV5Mo,0,0,22,1740,3100,114,432194,10
11219,4960,2,0,LWrZIXUxc3A,3,0,24,9327,142471,8526,13830459,5
11564,20007,3,0,qftpopuSXpY,0,0,20,871,7548,120,356794,18
4349,1237,0,0,pJxwSik_Qmk,0,0,23,10943,112139,646,1679517,11
7883,3028,1,0,pzYxlKSgxh0,0,0,20,58484,506776,14740,34041159,6
7692,11363,1,0,4AwxOHswDkQ,0,0,24,3044,64643,1654,1664278,26
18458,13092,1,0,wpeoGcFdhYo,1,0,20,2966,11222,334,625643,30
19452,5036,2,0,ds2Ai6HAo7Y,1,0,24,33452,203128,17522,11633951,3
17563,602,1,0,vfxRfkZdiAQ,0,0,24,11041,69822,1621,5981595,7
16902,10960,2,0,5X__sRaKj18,1,0,24,14749,75436,1915,2044522,22
9132,14153,0,0,DWbimGSwuBg,0,0,28,924,6156,390,285843,2
1814,23032,1,0,fAL2XXCwNEQ,0,0,43,1274,5435,57,335763,13
16883,8015,1,0,5yg4j2LaOnE,1,0,26,23414,57082,3460,14239783,7
8135,23762,0,0,DaLkG2LofFU,0,0,20,284,1843,22,91098,10
9419,21108,4,0,P62oaQg_Aa4,1,0,20,1195,13876,128,421953,11
21194,17116,0,0,77cMZtVqW2I,0,0,22,156,1684,455,2682900,3
7728,8,1,0,_zmxpXejMNs,0,0,24,8477,300240,6618,12158802,3
18764,10036,0,0,CXxNf2cfbuM,0,0,24,104497,810301,14574,20648109,10
910,15009,4,0,FrWmC9Evni4,0,0,24,272,4124,748,1982777,1
13123,23017,0,0,Me0C3Qok8iQ,0,0,43,80,785,12,39714,14
19767,11795,1,0,GWSbVFHQa5c,1,0,24,2432,48471,1223,2339991,26
13942,19658,4,0,BYYPyNm32ic,0,2,20,632,6461,51,245090,23
13976,12133,2,0,se-yNGwpXkQ,2,0,20,6075,34188,700,1303505,15
588,14745,0,0,HyPKC2H4si8,0,0,24,1030,2070,102,470858,1
12745,325,0,0,6I3UJcqYOFA,0,0,24,536,5751,728,345255,5
16988,22815,1,0,XxrQe6La5oY,0,0,43,717,6061,87,525149,10
13410,15302,1,0,1cavwx-igtg,0,0,22,7225,23378,653,1694836,14
2364,1893,0,0,Vs73Cz8a1ZY,0,0,22,24120,221650,5164,3934330,6
21582,20839,2,0,ageFgEM0GRY,0,2,20,2425,19062,174,569861,20
6484,14907,5,0,lYhmqLEMNNA,0,0,24,525,1645,200,680498,4
5015,61,2,0,k-kHMABQgFo,0,2,24,9254,91524,2302,7002997,2
19911,5339,0,0,8jrN6Kz2XbU,0,0,10,3459,89422,2189,2434647,3
20665,8239,1,0,n0iB11t-F5o,0,0,22,17753,208755,780,2684389,9
19788,12669,3,0,F9R8JYM3c_k,3,0,20,2037,24312,513,920616,18
15968,4128,2,0,lrBorEl9m-Q,0,0,20,26290,208775,2038,11857738,3
19624,13400,2,0,hBRH2DOITgc,0,0,20,825,4254,187,565493,26
9332,17220,0,0,k5XF5BM77oU,0,0,22,69,567,115,445854,3
5522,2403,1,0,G6VnZrxkFW0,1,0,20,5,407992,2486,9342394,9
6866,9266,1,0,CbedA-UPQbI,0,0,24,3137,25654,243,338216,10
8129,2611,0,0,tjhL7EbsNLU,0,0,20,0,143149,1157,3699931,3
5305,22260,3,0,6Az1qk5Tro0,0,0,20,546,2437,26,131201,16
20489,2251,1,0,4lfPmqGxYJY,0,0,20,3,189304,2613,3719693,8
3129,15663,0,0,it4v85XAsc4,0,0,22,16770,26530,487,1568229,16
3665,2527,0,0,FEbhHYliAXo,0,0,20,10,151081,2199,4791306,8
3451,14126,0,0,PfxCjf_AZFc,0,0,28,1464,22858,496,373988,2
17337,22773,1,0,OpktALHvWac,0,0,43,228,2015,30,111794,11
4527,3872,0,0,js38hszjVrA,0,0,20,15248,35313,404,1059661,15
10503,4616,0,0,DLzpl42K6KY,0,0,23,10047,120472,3541,4453230,2
15099,1473,0,0,OPi2s1K_pgU,0,0,23,21808,179239,5807,18209103,2
13246,2349,0,0,4icgsBAGnNg,0,0,20,2,210746,2363,4645702,6
17906,9819,0,0,-XufzHBWMcM,0,0,24,881,1825,49,65941,12
4429,12598,1,0,pUZLs6om-6A,1,0,20,2298,22790,629,1064180,36
18847,11827,1,0,96jEPbh8pf8,1,0,24,5749,44031,1148,1480888,34
445,1800,0,0,9plfmbiQ57w,0,0,22,12201,192638,6051,5639683,9
5035,13010,0,0,V71j72snRmo,0,0,20,8754,30250,844,2020275,38
16045,21946,1,0,zDAwFQ_XVmw,0,0,20,887,6421,149,479189,11
11974,11370,1,0,r9w5MJz7k7s,0,0,24,2569,77421,2223,2266741,27
3764,3582,2,0,Eqzb9_PaChU,0,0,20,10681,58757,528,2473015,19
2597,15134,4,0,WwpD-daFx8U,0,0,17,19133,132846,2945,17427288,6
4789,2590,1,0,8QrCf43L8rw,0,0,20,1,233364,3274,6069493,2
19040,13306,1,0,X8yhTCzSK-8,0,0,20,1456,4007,184,339065,28
13880,20427,1,0,jgRvoAObWBc,0,2,20,746,10457,119,464129,17
6132,9884,0,0,PydILc8wrUU,0,0,24,964,1956,22,46136,8
15591,16823,0,0,oI8e32qeMdQ,0,0,27,1041,4269,256,942480,3
6543,7449,2,0,YaRlu08h6jg,0,0,23,16332,177857,831,3652605,7
20870,23799,0,0,vWrjrdqv1f4,0,0,20,329,3428,52,241109,10
2985,3851,0,0,rxwGu27DlbQ,0,0,43,20201,78384,1182,4959115,17
18507,1149,0,0,7NmTEww_U7U,0,0,24,324,1442,39,125551,2
2816,22811,1,0,i30MF25WRRc,0,0,43,335,3283,51,249814,10
8204,3245,1,0,48pfscRZqXo,0,0,20,12617,88292,1005,2751291,15
7267,2948,1,0,UVuTlgnWLSs,0,0,20,12981,215065,2925,7930954,14
13171,21541,1,0,1IrE13PAxLs,0,0,20,2648,17782,280,682212,10
8448,914,2,0,P8hTt7aUTrA,0,0,24,65242,208381,4006,12070771,14
16619,876,0,0,xb3zvxfrVbs,0,0,24,6538,103566,2336,9465576,6
15124,15488,1,0,dUrrfBlan3A,0,0,22,15120,34208,1524,3454728,11
18384,6896,2,0,E0EYpN18X-w,0,0,26,2040,48463,1392,1450759,4
16079,14614,1,0,lJwG-XFucgw,0,0,24,1316,7063,892,1783393,5
1757,3068,2,0,A4wqHeoZ2mI,0,0,1,10861,229049,2685,11591313,1
20427,14787,0,0,Z2SAA7nfX4M,0,0,24,253,4775,489,1500667,2
20481,20514,4,0,BAgakAipee4,1,0,20,1268,20727,160,1057285,17
5524,20072,9,0,KBFl3jreoHI,6,0,20,1331,10771,115,430035,11
354,5262,1,0,IwgMkcUp7Is,0,0,43,10328,64010,1828,10586234,5
18203,16504,0,0,wV_CbY-9Zek,0,0,22,491,846,48,58613,10
14309,9559,1,0,uWzEb4ZsoOk,0,0,24,10264,45965,1562,2851440,11
12487,13179,1,0,TUpIDHBcp8E,0,0,20,5807,21127,387,1662221,32
11595,9407,1,0,y13B0SQ-NyM,0,0,24,2720,21407,224,299014,7
21564,1397,0,0,jmRxpSeUlUA,0,0,23,8770,61189,1636,2290975,11
2707,7609,1,0,b_9JWQlIf7Q,0,0,23,1106,12456,352,604453,4
16662,23186,0,0,8YMW2tE_5nM,0,0,43,913,5955,92,368807,28
10352,23446,1,0,oOShuJJO6WI,0,0,20,202,1454,15,84608,10
9916,5009,2,0,f3XVhwFKnik,0,0,24,9676,144596,5719,12097190,5
16511,6007,0,0,tg-3UaXDELU,0,0,20,22060,258867,4703,11644463,10
12052,12719,1,0,jfY9hoX0CXU,2,0,20,9625,46959,945,1614427,36
7303,13652,2,0,FicEMz4r1tY,0,0,20,220,2574,91,213286,18
19057,1702,0,0,IocftOFjR3M,0,0,20,16647,191139,3958,4470011,10
20650,7083,1,0,Jk6lWXSE5IY,0,0,26,13374,63033,4565,6338775,6
21938,678,0,0,KAi8Tz8ytTk,0,0,24,7340,56641,1706,5984787,6
14033,1797,0,0,xpDnU7xhrYo,0,0,20,23364,303313,7653,6415333,9
15620,10496,1,0,FOzaLfvOMX4,0,0,20,3756,42875,1041,1086213,18
7537,13483,1,0,wr_LBaUSEVk,0,0,20,2268,14727,795,2080901,41
16969,9886,0,0,foDboDlWhdQ,0,0,24,309,1702,25,76316,7
18113,16507,0,0,Nz0BdSwBCNY,0,0,22,1097,1079,46,85088,14
18621,16741,0,0,Un0L8vHpeXQ,0,0,22,1474,1791,138,575309,11
12293,13069,1,0,8P5CKCondYw,0,0,20,4452,20308,404,906350,23
16244,6922,0,0,RVBHuJfJvTA,0,0,26,97347,186967,1981,3459444,6
3258,22970,0,0,1wJOFaLAQxU,0,0,43,209,1039,15,35131,19
7532,4881,3,0,tSpgINx1M4o,1,0,24,2036,51306,1283,2718254,6
20720,1555,0,0,dv20mFFc-NE,0,0,23,5856,20677,810,6637683,4
2123,21731,4,0,vgNd4zQlAgw,0,0,20,1294,3657,49,152001,15
3962,23206,0,0,ETwXY4RKHnU,0,2,43,137,1510,22,76718,10
9874,8826,1,0,2EaY_grB66E,0,0,22,2788,43097,688,860877,9
21684,12205,2,0,EUlnEh1bQ3c,1,0,20,3349,33458,807,569983,26
16804,16626,0,0,gl0yyjCpx9k,0,0,22,2027,2638,182,544395,13
6262,1645,0,0,8ivpvQKVsco,0,0,20,20440,289466,21110,6580376,6
20142,15028,2,0,usccioKicMc,0,0,24,61,456,79,295580,4
9771,5107,2,0,YMQ2Uo4aAnk,0,0,43,43641,187686,10814,27304008,5
21986,6949,2,0,Lewyjz3AdZA,0,0,26,34626,20625,1467,1033959,3
1185,22337,3,0,5USEqhHJsy8,0,0,20,607,4171,31,113077,10
2417,16637,0,0,mTj55H3JbqM,0,0,22,720,464,20,46930,11
19200,568,0,0,pLvRpFCx8xE,0,0,24,1297,15803,424,699112,8
11757,24038,0,0,lFBDZAO3mXY,0,0,20,496,3551,36,119716,10
8291,5472,2,0,HZb6oz0ANyA,0,2,22,2733,31345,231,1201994,4
16001,15242,1,0,cVayU1d1u-A,0,0,17,469,4985,132,1322927,0
8371,5810,0,0,ZY7fdIIHaVk,0,0,20,9549,128423,1510,3559224,8
20387,10468,1,0,QbzxxE1xrFg,0,0,20,2868,50693,880,1092036,27
22000,9844,0,0,QHaL67j-Y_g,0,0,24,965,2131,15,52015,6
19323,6481,0,0,eOZ2u5KFCpE,0,0,20,8005,37244,539,3157259,11
14416,22081,5,0,6zs70M5pfzY,0,0,20,1295,6016,164,156659,11
11645,17481,0,0,19puDqMC8Bk,0,0,26,788,5034,1605,7418524,4
15914,13894,0,0,TQS_3xsqNpo,0,0,28,2049,30255,834,1188577,2
5628,12515,0,0,iiLHahWS7E0,1,0,20,3067,28389,445,740505,34
5378,8813,1,0,9VKgPsZ_8Es,0,0,22,3956,42771,1017,1710982,9
1591,1794,0,0,nBkN-e_Sogc,0,0,20,5141,63211,833,1585713,29
14028,17159,0,0,-CcxgHkhxwc,0,0,22,560,9962,3268,15995613,5
5852,2862,1,0,vd7Mbyxk_jQ,0,0,20,9108,271149,3014,7388903,3
8653,5118,2,0,xB0Vb0DAedA,0,0,43,22666,106721,3521,15177893,4
1826,23177,0,0,MOiJUL0MkNY,0,0,43,534,3195,52,147807,10
10954,15232,1,0,-3ZCj6r94e8,0,0,17,535,3281,114,996223,1
9117,6305,0,0,ODIycTapp8g,0,0,20,5316,30559,584,1977120,9
6530,5585,2,0,K3HnFfS9iSI,0,0,23,553,3050,96,609968,1
511,4117,2,0,A-fRDRPHb3I,0,0,20,10679,77895,1249,5482585,15
1261,9027,1,0,cXsQQq-CG48,0,0,22,1817,28817,301,793411,8
4311,23453,0,0,UsXV1hft-AQ,0,0,20,242,1399,14,70496,0
10657,6990,3,0,AuFOLJxutAM,0,0,26,8334,45479,1616,2323427,5
10332,12984,2,0,shJGQd_VJaA,1,0,20,14017,39538,951,1435696,39
20147,24112,0,0,NZwQXSY6rI4,0,0,20,297,1575,27,113931,14
12277,22488,1,0,e1UnoyKqeMs,0,0,20,2607,10552,327,987198,20
13104,17336,0,0,0ziHYnaW1wM,0,0,22,497,6150,1728,11762978,3
19961,10190,2,0,4Z8vI1MtOX4,0,0,24,4017,93613,4460,2947831,3
12349,10636,1,0,OQ2r8L3XyB4,1,0,24,2607,42914,1153,754178,8
14087,15534,1,0,GMKW4D66ZeE,0,0,22,6969,19889,413,1256504,15
15191,12938,0,0,1vaAXxCWNsI,0,0,20,5692,18171,426,757500,42
5903,11765,1,0,YAzF5B2rhcg,0,0,24,2637,45319,924,1653090,29
11111,21502,2,0,dvbgLm0bnVQ,0,0,20,1555,13872,132,368247,21
20351,9006,1,0,9qYY9Ix4274,0,0,22,1004,15249,126,260276,6
11416,17247,0,0,0kwkYM0-mlo,1,0,22,89,978,298,2107840,3
17541,21565,1,0,AdBVoyc9tKM,0,0,20,2137,21851,208,726267,13
3659,4075,0,0,re5zhYextws,0,0,20,2020,14566,94,559627,15
13470,16111,0,0,Qha5EnO28ok,0,0,22,1280,2581,109,245581,8
16625,11819,1,0,tXUNAGgH9FA,0,0,24,3019,47880,1028,1825478,35
18500,12700,1,0,MMD0PNuTp4g,1,0,20,5532,44552,1582,2829146,40
716,3986,0,0,Y1HT5FEywTc,0,0,20,12350,72757,1566,6354479,13
9932,13904,0,0,N5rhCHo5Z-s,0,0,28,5211,43412,6111,4907997,6
10278,23766,0,0,jRQ9mgYqEL0,0,0,20,201,2020,25,100314,13
7433,7522,2,0,cU9Lov45RfY,0,0,23,8490,186572,1350,3436062,9
13927,9499,1,0,y5QW-DlXGtM,0,0,24,8992,20074,169,288769,10
1293,13065,2,0,BJVd7oiY8Mk,2,0,20,1706,6296,105,178053,29
5972,13289,1,0,m_jBlNDRfrs,0,0,20,3143,10945,265,1134161,31
14790,22583,2,0,c1b6eJq5EkU,0,0,20,1686,9032,81,223935,11
16789,20512,4,0,lgNvZTT4IKY,1,0,20,1954,26286,229,1246011,17
7909,14189,0,0,EaeHoSfX17w,0,0,26,308,5826,329,119520,2
8077,6519,0,0,q3xGdDpXqtQ,0,0,20,312,629,118,175268,0
18131,7166,0,0,WoZ2QGq0n4A,0,0,26,10936,42396,1478,8157350,7
8577,15911,0,0,pz5ruaBqrro,0,0,22,1496,8057,361,1187873,15
