,descriptioncount,descriptionsentiment,videoId,tagcount,tagsentiment,categoryId,commentCount,likeCount,dislikeCount,viewCount,duration
0,2,0,vOFa0YHSwx4,0,0,24,22333,372518,12801,11464279,5
1,2,0,ZkxMqUP70Ds,0,0,24,7791,189111,6907,4788637,2
2,1,0,2dmqsY3_1uk,0,0,24,23132,249283,14658,5664091,2
3,2,0,NADRu9MaHOo,0,0,24,26104,442057,10799,10551030,3
4,1,0,92agCKHpMqw,0,0,24,60261,843392,42838,37060860,3
5,1,0,WXPSGp-jLC0,0,0,24,15677,386556,13544,18850069,2
6,1,0,dFOksqPE_Bg,0,0,24,17999,387395,6893,18611498,4
7,1,0,elaoOCwoqPs,0,0,24,19044,520917,9422,16214322,3
8,1,0,_zmxpXejMNs,0,0,24,8477,300240,6618,12158802,3
9,2,0,OZScqcKFK_E,0,0,24,18849,419857,25201,18096017,3
10,1,0,7t0EtKlQxyo,0,0,24,41371,939633,19693,80274774,3
11,1,0,PJrXW9yeJy0,0,0,24,7710,225573,5650,18589011,15
12,1,0,z7HxiMWVL4g,0,0,24,29653,528864,27064,48893105,2
13,1,0,WL06z1MPtGA,0,0,24,4966,122589,2357,6468313,3
14,1,0,dBfVwjRuwxk,0,0,24,11372,274936,3665,10412938,4
15,1,0,SqlnGeSOUuo,0,0,24,17076,251684,7426,9637846,2
16,1,0,nscaesfyGws,0,0,24,11718,256744,15348,48334562,2
17,3,0,pJO-FQRgITE,0,0,24,7006,145351,14102,6463915,2
18,1,0,ik19t5dYcdI,0,0,24,2208,96795,4043,3891923,2
19,2,0,u53Ktg1iSFU,0,0,24,3843,136109,2255,6926088,2
20,1,0,iICRglgHjaE,0,0,24,7390,245715,3574,13281873,4
21,1,0,JK4hZ182qb8,0,0,24,5136,223421,2750,13425025,2
22,1,0,c44bhvx6vuw,0,0,24,19798,557110,12054,28355666,2
23,1,0,hgExTrqH0n8,0,0,24,30430,271832,10890,24247543,3
24,1,0,QtAy_2OuqDE,0,0,24,3107,131420,2252,6117916,2
25,1,0,jCSE75_zHlU,0,0,24,57794,372747,32112,39554264,2
26,1,0,KZ0WWL1atmE,0,0,24,9545,181851,3840,14453151,2
27,1,0,_EOeNw3yHjg,0,0,24,2214,77633,3123,3802309,1
28,1,0,Wq7zR-mN4GQ,0,0,24,9100,227856,6166,14115676,4
29,1,0,BJvhdyGjZQ4,0,0,24,6867,145313,4414,5714934,2
30,2,0,BK8pPVHXOJY,0,0,24,4269,69978,3523,4107563,4
31,1,0,wzkKorkUKt8,0,0,24,5132,104175,2425,7358140,2
32,1,0,tqX7POfzqqg,0,0,24,2925,95848,2357,9065188,2
33,1,0,rAPNDjQ3Q28,0,0,24,27921,231086,25924,14371443,1
34,1,0,HlpmKxAkYNU,0,0,24,3764,90786,1880,6724367,2
35,3,0,pi-DQE-Pfa4,0,0,24,4622,96931,1517,7367915,2
36,1,0,xhAcq9yB1fQ,0,0,24,9338,108668,1090,5593091,2
37,1,0,VaKtjIVSkT8,0,0,24,4983,131465,2162,12741508,2
38,1,0,0HDsz3C9IHg,0,0,24,10137,184770,2760,9734545,2
39,1,0,90twWY4PWhQ,0,0,24,37924,438994,29576,67128265,3
40,1,0,bXBi7kVn6to,0,0,24,2370,85425,1423,5877265,2
41,0,0,_VrzqHqwp5E,0,0,24,8689,121035,11863,9469930,1
42,0,0,R7AXBOT8KzU,0,0,24,63958,880843,33041,84291812,2
43,0,0,OA47qryTFLM,0,0,24,4519,152867,2777,9359480,1
44,0,0,vcldzojgAR0,0,0,24,15713,223836,4901,11646153,2
45,2,0,7vnezuYY-W0,0,0,24,18762,203786,1939,7511350,3
46,1,0,pwt7wAyz2w8,0,2,24,5114,118370,2174,8117087,3
47,0,0,FyUrrAqso-M,0,0,24,7361,128099,3051,11482369,3
48,0,0,oLy-OE9otWM,0,2,24,8825,151894,2032,10463150,1
49,0,0,pS2hpSY-uqo,0,2,24,8309,121838,1325,9226161,3
50,0,0,dKOF-i41kXs,0,1,24,8973,146250,4013,18408531,2
51,1,0,78aOh8T3g-s,0,0,24,4375,64380,1313,4752321,2
52,2,0,_RWssDDHjQA,0,2,24,5826,78222,825,5057489,2
53,1,0,0KJns4mzBng,0,2,24,28200,244039,2658,10575060,3
54,1,0,VhJSHUB415g,0,2,24,11314,110346,1953,8250924,2
55,0,0,oomrVruouZs,0,2,24,3295,58816,539,3191556,2
56,1,0,UmaJNGa2pSw,0,2,24,19802,156307,2951,10743324,4
57,2,0,DuTPOHSeWFk,0,1,24,9585,150459,3862,15591334,3
58,1,0,7SUVd0LG6qw,0,2,23,3911,65641,1029,4815145,2
59,2,0,H9vztQ7Z9sQ,0,2,24,48840,228814,2658,11615963,2
60,1,0,39prUD0DiUg,0,0,23,3591,72891,932,3900171,2
61,2,0,k-kHMABQgFo,0,2,24,9254,91524,2302,7002997,2
62,1,0,HgBhTnNnKbo,0,0,24,8040,61802,1260,3672785,0
63,1,0,KcgBhpZSu8Q,0,2,24,14571,59095,820,2762195,2
64,1,0,0Pj8QKTvRTQ,0,0,24,50355,218586,5008,24908889,1
65,1,0,i6n2tRd3Oso,0,2,24,6140,68813,1098,4503824,2
66,2,0,xilrvBZoSOU,0,2,23,8543,108327,1181,8802728,3
67,1,0,JFpdN41o8O4,0,2,24,6073,40936,537,2443313,2
68,2,0,BCCgySH0ROU,0,2,23,7645,125869,2118,13212535,2
69,1,0,hjCrOPFaQL4,0,2,24,5366,133111,2317,10374611,2
70,1,0,6EsphzAFQpg,0,2,24,7301,81081,1411,9979114,2
71,1,0,pmQo7GEMBdU,0,2,24,4869,48113,1856,5294284,2
72,1,0,tC3IKgnd7Eg,0,2,24,4587,60609,2002,5014550,1
73,1,0,RVRwGf2_apU,0,2,24,2496,37688,574,3882357,1
74,2,0,9wCPUUIjjdU,0,2,24,5237,79823,2229,17076204,2
75,1,0,gJuGKJaSyVU,0,2,24,10164,147546,1857,14942855,3
76,1,0,fO4etpYGn7E,0,2,24,16939,146283,1481,5898956,1
77,1,0,n-Zw8DmhOoI,0,2,24,3424,37437,1697,3628218,3
78,1,0,Yi-G4ZCKGKg,0,0,24,2988,33596,967,3430257,3
79,0,0,67_YCvFKOwg,0,2,24,14982,77915,8024,9769950,2
80,1,0,LQ966dXZFOM,0,2,24,1717,31265,346,2447711,2
81,2,0,wNlGtxJH4LY,0,2,24,14305,92899,2071,12864640,3
82,2,0,WSqcdQWxgOY,0,2,24,6837,91431,1930,12637038,2
83,1,0,ZVq_1ULQVVo,0,2,24,11405,148302,3531,23840627,2
84,1,0,4TIR-Xgj3Uc,0,0,24,2965,29324,1265,2989699,2
85,0,0,zyT9I4lZb0Q,0,2,24,1275,26791,397,2227364,1
86,2,0,gNV8ZxnpbI4,1,0,24,4460,25627,392,1744806,2
87,1,0,lGM-zbWI5eo,0,0,23,6931,60832,1367,7754344,2
88,1,0,MTqNaoEM9wE,0,0,24,4008,49870,739,5229956,1
89,2,0,Hfg0TwexdsI,0,0,24,3061,20859,221,1118786,3
90,0,0,rSro8Fu06BA,0,0,24,8835,43247,1139,4703310,2
91,1,0,P2us9iBZ-tQ,0,0,24,2768,30098,626,1867227,2
92,0,0,yp2EpKM93io,0,0,24,4393,32036,347,2323383,2
93,2,0,GFt1Ss6rWJY,0,0,23,21066,116354,2930,14648065,2
94,1,0,CSr4B1RaSZI,0,0,24,5871,33676,1419,3136217,2
95,3,0,6EvuTtKw7u0,0,0,24,5512,95190,1396,8223143,2
96,0,0,jnLqcm-GpmI,0,0,24,7308,119369,2287,16865645,2
97,0,0,XaUlHXdEAk4,0,0,24,6443,35696,343,1988480,2
98,0,0,GVx1QS1jg7Y,0,0,24,2843,33709,362,3227506,2
99,1,0,D8zFhZVQUk4,0,0,24,3861,43391,1268,4829236,2
100,0,0,5MvBLOoS1oQ,0,0,24,7429,75979,1250,9847915,2
101,0,0,OJQDZ1lGnQ0,0,0,24,3612,30181,350,2732263,2
102,0,0,1VaTA_RvGrY,0,0,24,230,2974,247,347275,2
103,0,0,pGBXcCCAAoo,0,0,24,707,11767,336,1205212,2
104,0,0,7_x7kG_3mgE,0,0,22,3966,25461,367,2837962,2
105,0,0,Px_3j4E72j8,0,0,22,3092,23847,304,2891076,1
106,1,0,57IoQcuKPxc,0,0,24,7273,77640,2016,15665041,3
107,2,0,AI-X96a8p-U,0,0,24,5392,14142,277,1143161,3
108,2,0,4nVmm3zobCM,0,0,24,21118,76894,2612,9820795,3
109,0,0,qETE8hzhN84,0,0,24,506,3286,118,349383,3
110,2,0,ThnL8JmPUQg,0,0,24,8830,17914,464,1972923,2
111,0,0,CXRcyHTfcbY,0,0,24,844,14764,617,936362,3
112,1,0,J4t-G1MpttM,0,0,24,947,9144,215,876510,2
113,0,0,Qvb_1HQOLdI,0,0,24,2493,38947,906,5597393,2
114,1,0,42ifSNrAEmk,0,0,24,3303,20596,3143,2366976,4
115,1,0,Hf9DF4XeQrs,0,0,24,1793,12124,305,1075885,2
116,0,0,HEbD9laumgY,0,0,24,1574,14378,172,1747238,1
117,1,0,M9GmBomQlt8,0,0,24,2128,15472,1206,1594384,2
118,0,0,waJxc0x0pjU,0,0,24,1522,16811,343,1831305,2
119,1,0,N7TzPEYci_w,0,0,24,22304,219970,5387,24169742,3
120,0,0,mMNUuNdOFN0,0,0,24,1455,16041,280,2257294,2
121,0,0,SKrHlRVH1BI,0,0,24,2012,15976,386,2123543,3
122,0,0,fW_3_OdkXIo,0,0,24,3419,25572,425,3756682,1
123,0,0,1niWAS7eHJA,0,0,23,14528,78610,4244,10891744,1
124,0,0,tin4BeSKMHc,0,0,23,1294,7081,131,918453,5
125,0,0,3UrXj43ORPg,0,0,23,1751,10941,745,2133673,3
126,0,0,YWSG9Mo4GQQ,0,0,23,4101,26360,292,3185579,1
127,0,0,LCqr4ZU0t3M,0,0,23,3812,19681,252,2366188,1
128,0,0,hwiOE8B06cs,0,0,23,3075,12514,861,1701537,2
129,0,0,wX5hZRgaFtA,0,0,23,3809,24275,230,2735393,2
130,0,0,HCpdTbx7jrY,0,0,23,1818,13573,536,2196340,1
131,0,0,paBJ9Tj2SN0,0,0,23,8287,55732,1143,6242855,3
132,1,0,vl0qYbws90g,0,0,24,5120,29827,1224,953309,1
133,3,0,q3ARLSPlrNE,0,0,24,5238,21343,2206,684812,2
134,1,0,lEwTSdROmcU,0,0,24,11620,47491,1785,798921,9
135,0,0,ll2gdBPnw4k,0,0,24,495,2505,222,100304,4
136,2,0,KrCdXR2Wajk,0,0,24,5811,25918,740,790075,9
137,1,0,KTX5PruTHkE,0,0,24,24450,32843,1816,1211862,9
138,2,0,BvI1PNEUy_4,0,0,24,21272,76701,2196,1871417,8
139,2,0,8st8uiVBRsA,0,0,24,13615,46231,1254,2187883,9
140,2,0,oYa8a7gsLWI,0,0,24,1460,3888,113,136094,3
141,0,0,ix3pNizPZkc,0,0,24,1381,12132,753,311650,4
142,1,0,kk6sLOOS2XY,0,0,24,6033,44466,3752,2077437,7
143,1,0,81K32I8Bo1E,0,0,24,1174,8427,3790,289712,3
144,2,0,M9akcaXFnE0,0,0,24,6314,53104,1025,1524486,9
145,1,0,XmkqtKMWAPg,0,0,24,11112,32380,3764,1277669,10
146,1,0,b90-6lQit2Y,0,0,24,18407,52994,20076,2368820,6
147,1,0,tfdSsS9Mp9Q,1,0,24,352,4918,931,235870,4
148,1,0,0ddgbYp3RnI,0,0,24,5117,34972,2643,2238925,5
149,2,0,YtaKETy23C8,0,0,24,434,2904,114,154519,4
150,3,0,3ogt0DPwZaI,0,0,24,5760,59166,1459,2229374,9
151,0,0,AbtRuRdXZxk,1,0,24,739,6698,546,290504,7
152,0,0,MK1SKrx9ESI,0,0,24,3450,73659,3090,1754230,2
153,1,0,ji_PI9Jx7rY,0,0,24,8597,38968,1327,1356276,8
154,1,0,OMT4lrh6BQ0,0,0,24,519,3365,187,186967,4
155,1,0,hgVdzTWsh-4,0,0,24,2722,41610,1196,1707970,8
156,0,0,3EuC1GVsbQA,0,0,24,6239,166491,6560,6000626,4
157,1,0,u8FYFLIP3sE,0,0,24,3522,19069,974,900789,5
158,1,0,bPTVr_j06Yg,0,0,24,12606,77537,7582,3447827,10
159,2,0,z8EOfR_gGKc,0,0,24,3366,24591,1829,1493593,6
160,0,0,43JPvKViNro,0,0,24,1582,14750,766,411460,7
161,1,0,0tOslmz5f5c,0,0,24,863,10706,1199,1521326,4
162,2,0,33kVlgewFaE,0,0,24,8993,42007,2411,1487377,8
163,0,0,4GZr_UdnHXY,0,0,24,277,3814,508,139360,4
164,2,0,F4g5yobRWqQ,0,0,24,553,8141,203,300552,4
165,3,0,d7zM3qWXOto,0,0,24,2471,11621,782,595696,8
166,1,0,cSZT_UXLdlw,0,0,24,12827,68233,1654,1791472,10
167,1,0,RlMmMDKrtos,1,0,24,355,6042,1132,320104,4
168,2,0,wspZAB89ohU,0,0,24,9344,126412,4370,4124790,9
169,1,0,N4pj7RByIeA,0,0,24,19488,48150,9444,3254472,7
170,0,0,Caodi7798ug,0,0,24,1047,13054,607,519496,7
171,4,0,cgY6QaigfEI,0,0,24,3032,12356,2780,506312,6
172,3,0,mh9qllmoJ7w,0,0,24,676,3584,213,195479,4
173,2,0,aVi58yWoraw,0,0,24,10000,43704,6114,2205734,8
174,1,0,QYNFrAZKzlE,0,0,24,3821,44342,913,1557895,8
175,0,0,VgpGF7TrdXo,0,0,24,2302,27367,555,842367,9
176,3,0,3U2iDPujBOo,0,0,24,6380,37534,1806,1706910,9
177,2,0,2ly0UOve36A,0,0,24,6732,28319,3098,1553004,8
178,1,0,27MTP-6Kffc,0,0,24,1448,15980,774,608693,6
179,1,0,_1R64_7pDK4,0,0,24,7895,65706,6811,4081155,7
180,2,0,f8ssfD54_g0,0,0,24,4521,30449,1113,1375859,7
181,1,0,9ooypclkJzk,0,0,24,1920,10409,329,476288,5
182,1,0,zJr-gIEdaSM,1,0,24,454,6611,2205,435922,4
183,1,0,QgXdWqLmejY,0,0,24,5346,42300,5290,2708986,7
184,2,0,618gGX5GSmA,0,0,24,18838,91904,2925,3037017,10
185,1,0,y5o0OudIPQY,0,0,24,6587,46391,1745,1902632,8
186,0,0,vtJ8RUCHccM,0,0,24,1275,19769,948,815995,6
187,1,0,E0lwRLKbC9I,0,0,24,10687,30830,2567,1218074,8
188,2,0,Q7xW3EEoS_8,0,0,24,2385,36424,2366,2247680,7
189,3,0,HctyT52QDcA,1,0,24,722,5788,2841,271163,3
190,5,0,QKYPGLrIgVA,0,0,24,6596,21661,2318,1119312,7
191,3,0,fv1HvzirFdg,0,0,24,632,5807,435,309518,4
192,3,0,gtGpcAGaJ2k,0,0,24,5296,82104,4318,2577413,9
193,1,0,ol5TFnpp98E,0,0,24,9026,71300,7066,1961238,4
194,1,0,uFsMYRsWglA,0,0,24,2890,43905,1496,1609000,7
195,0,0,CQ-Wvtg4Qps,0,0,24,1133,17834,869,785970,6
196,2,0,9Na1PWPNby4,0,0,24,6877,53456,3650,2507509,9
197,2,0,FGUrobqSHm0,0,0,24,7685,98099,2685,4407656,7
198,0,0,9gwmWNbflK8,1,0,24,923,12489,865,470225,6
199,5,0,FyAh-iX8Lwg,0,0,24,2736,23875,1341,1074233,6
200,1,0,2NS8rr6sjSg,0,0,24,376,6107,310,265666,4
201,1,0,3qG149YyCCg,0,0,24,2825,99081,1598,2322350,10
202,1,0,hHQnLsmX5QE,0,0,24,221,6227,601,332016,3
203,1,0,UQR_dHqrr5M,0,0,24,2949,41508,1275,1656010,8
204,0,0,p2RlCutCFTU,0,0,24,1466,24216,1606,1027049,5
205,1,0,_cXVIeKi3Qw,1,0,24,456,7926,1517,457152,4
206,1,0,ERMQqqzzrzc,0,0,24,8818,44739,2845,2049669,8
207,1,0,kU8mRKUFWbQ,0,0,24,631,12722,367,417568,5
208,1,0,2bkoeR6uwlE,0,0,24,11691,37692,6035,2064069,9
209,1,0,DJ8xZ64YsRs,0,0,24,4693,32249,1600,1600436,8
210,1,0,5N_radb-vK0,0,0,24,9143,115335,3896,3974405,10
211,1,0,F_fvsCyxiyA,0,0,24,9417,69560,9550,3345253,7
212,0,0,VRLBGFpwy3A,0,0,24,920,9596,1273,521900,1
213,1,0,MEiKYXaUfXU,0,0,24,13403,78101,3997,2997074,9
214,1,0,ufwfMo4BRak,0,0,24,9779,56878,2456,1970662,8
215,4,0,vzjx1JPvifc,0,0,24,3310,24896,1815,1351618,6
216,3,0,dcjBKq1WeQQ,1,0,24,380,4072,431,297579,4
217,2,0,yo3Cl1kCT6I,0,0,24,5461,50065,2722,2464796,8
218,0,0,CAMOTSj6xT4,0,0,24,449,5093,531,284703,4
219,0,0,EOWUUZBqMN4,0,0,24,1142,14897,2410,682489,15
220,2,0,IBDsJd4VzCc,0,0,24,21026,71412,4984,2729927,8
221,0,0,6dHqn6rv6vo,0,0,24,4946,60630,6234,2937322,8
222,1,0,i4aTEdrEAd8,1,0,24,511,7818,1529,493192,4
223,1,0,sz1jAZP4boo,0,0,24,4580,49328,3452,2272861,7
224,0,0,t26C9OJjGT4,0,0,24,637,7789,478,401606,5
225,2,0,u13fQ5WYVts,0,0,24,2277,35160,1312,1618232,8
226,2,0,Y4MU4f9RuHQ,0,0,24,3897,15663,2817,1019202,7
227,0,0,AA68ioB-ZcA,0,0,24,6883,147540,9082,9083044,9
228,0,0,F8nU7FPOGK8,0,0,24,818,14496,1257,493645,3
229,1,0,U3E7YsFBpQQ,0,0,24,4560,63703,3887,4188141,6
230,0,0,oAiAsGfWSr0,0,0,24,9716,82925,6973,4466464,10
231,0,0,BOg_eu_dBmc,1,0,24,1851,20990,2019,617985,6
232,1,0,VuVLaNLB0pM,0,0,24,3039,49170,5378,3390294,8
233,1,0,Pn9KoUdfhPU,0,0,24,3239,40206,4425,3441005,5
234,1,0,0ZQnSg-v7X4,0,0,24,4303,73914,3683,3622256,11
235,1,0,rUPwLJQ8eY8,0,0,24,-1,-1,-1,225799,3
236,1,0,g8CRh6xgJcg,0,0,24,3791,125022,4881,5440323,9
237,0,0,vCYMIzlh_Kw,0,0,24,-1,-1,-1,40004,23
238,1,0,W4QRC1Z0hfw,0,0,24,3164,38504,4176,2124595,9
239,1,0,jayLIl1_jno,1,0,24,683,10116,3761,703373,4
240,3,0,zyKktxNjrJE,0,0,24,10890,109104,4323,2583278,9
241,1,0,xk5K6lYOjss,0,0,24,-1,-1,-1,82755,25
242,1,0,O6P_G9fjuLo,0,0,24,-1,-1,-1,35878,22
243,1,0,JOgioiIWiWY,0,0,24,-1,-1,-1,86909,24
244,2,0,n0tduyNY-JI,0,0,24,431,5260,859,313163,5
245,1,0,CHD79zl-R-E,0,0,24,10696,23569,7079,2234149,8
246,3,0,zZxfx-fB3XA,0,0,24,4895,81283,4758,3390397,11
247,1,0,ldE6nJ53LQQ,0,0,24,-1,-1,-1,92020,23
248,1,0,nad45ZRNmbk,0,0,24,-1,-1,-1,4063319,24
249,1,0,-z46aR_oUPQ,0,0,24,11272,101668,7232,6186302,8
250,3,0,2zqZrx4BnsY,0,0,24,27358,152264,7082,5980915,9
251,1,0,r6UZFkrv9-E,0,0,24,11620,176440,6886,4684267,6
252,1,0,wtiTDiWc1gI,0,0,24,2395,27712,3556,1847882,7
253,2,0,ueWNriAk3dQ,0,0,24,5320,128935,8455,3868802,9
254,1,0,KB82Oq9n6nM,0,0,24,-1,-1,-1,483775,1
255,1,0,Cah626pzSbs,0,0,24,-1,-1,-1,44351,21
256,1,0,eUxAr58cgjo,0,0,24,-1,-1,-1,48491,25
257,1,0,XGHiYwBioIM,0,0,24,-1,-1,-1,52117,23
258,1,0,2iixEec_Q1E,0,0,24,-1,-1,-1,68408,24
259,3,0,VVTxcOwbjm4,0,0,24,703,11047,1563,573048,4
260,3,0,S0f0wd13baw,0,0,24,7722,165224,10622,9778355,7
261,0,0,lGq_tHy5u-8,0,0,24,4845,47226,4367,1906756,8
262,1,0,XKhTKAdcqpM,1,0,24,731,7649,6005,531833,4
263,0,0,uljjs3KTr9s,1,0,24,597,8350,3848,383526,6
264,1,0,6vw6ED7zIVE,0,0,24,4157,38401,5923,2020877,9
265,1,0,em6daFZmEQw,0,0,24,2731,12257,4128,1098850,7
266,0,0,5K3dGEK0YVk,1,0,24,379,1826,4315,223278,6
267,0,0,brqWwlUuJ8M,0,0,24,533,5965,1904,330012,5
268,1,0,4H1eo1p00iA,0,0,24,9304,91038,15718,5551284,11
269,1,0,VnmZjoGUaV8,0,0,24,9721,65021,9544,4935076,7
270,0,0,2LxPHYS60MA,0,0,24,2634,15568,6229,1776012,7
271,5,0,oBmr06SqFXk,2,0,24,27656,151351,11815,6514145,9
272,1,0,afuy-tws4Ew,0,0,24,3456,52134,9646,2361792,8
273,0,0,IahfsNxy1Jo,0,0,24,1669,10755,2907,523759,4
274,1,0,iY1xB6furf0,0,0,24,19182,104824,12888,4994521,10
275,1,0,-4V-yE9JkZA,0,0,24,1044,8084,11506,560897,4
276,1,0,RkTuXaTJAZg,0,0,24,6062,46580,12593,4249068,7
277,4,0,cqxLxvw9VeI,1,0,24,2752,23923,20309,1074692,6
278,1,0,lSM7h3pgOgo,0,0,24,11957,99083,14563,3817229,7
279,0,0,9SFle1QZS0o,0,0,24,835,10182,7482,494315,5
280,2,0,QpPnDhMEV-o,0,0,24,9646,136061,36041,7388145,8
281,1,0,s9jcem4lE8A,0,0,24,3469,27183,15081,1564954,7
282,1,0,mwfpVjxqbok,0,0,24,5660,61876,26315,4295343,9
283,2,0,D0ZTKaMcqCM,0,0,24,34482,220122,108810,13563493,9
284,1,0,ZznikP-DYoE,0,0,24,947,13895,18386,758054,4
285,1,0,AUj4KJ-axyo,0,0,24,7008,73915,48911,3845410,9
286,0,0,8zhR7IzccWQ,1,0,24,1370,18448,48527,879971,4
287,1,0,8ucCxtgN6sc,0,0,24,15901,91931,97621,9569918,8
288,0,0,c-D_A52f9Ac,0,0,24,793,9521,16360,576091,5
289,5,0,8nY9UflMPZM,0,0,24,7009,91285,54187,3362419,9
290,1,0,w6qWqoGGbtU,0,0,24,5648,33353,83753,1444653,7
291,1,0,C_s6fLGWNJo,0,0,24,19410,83571,90398,4178565,7
292,1,0,kPrAYF0R69c,0,0,24,8716,45013,112081,1998346,7
293,1,0,FJZ17SF2T0I,0,0,24,8973,52753,117604,1948242,6
294,1,0,aEa_ht6CKtI,0,0,24,10474,44511,159212,2048991,7
295,1,0,zlySatupvR8,0,0,24,27003,69731,302838,4433076,7
296,1,0,2PHccYowfo4,0,0,24,8717,55709,173426,2967640,6
297,1,0,Q4tXuqxwPgc,0,0,24,10012,75549,199379,3486353,8
298,1,0,0RLU7hfgP8w,0,0,24,11241,75110,48880,4144511,7
299,1,0,UMyKPp688rE,0,0,24,6631,115230,93521,4934993,8
300,0,0,TZuqHg5trJk,1,0,24,2474,12965,58185,1000755,8
301,2,0,A_OrTNOfeNk,1,0,24,1948,18302,32809,678088,9
302,3,0,dcS629ZNs84,0,0,24,36041,196451,27474,8486491,8
303,0,0,6snIteM7_GU,0,0,24,859,16595,12281,760292,5
304,1,0,m7BHCMc50aE,0,0,24,7800,149056,27370,9621607,6
305,1,0,wPOD6i5QiwI,0,0,24,11274,184279,12042,7664224,8
306,2,0,Kx3H9DI-4WI,1,0,24,603,15510,10299,807533,4
307,0,0,bkNKtoZ2Gto,0,0,24,1415,15422,3695,722378,8
308,2,0,kxElxJ3zfwo,0,0,24,827,11279,19911,1639337,4
309,1,0,xyUHAt-DBV4,0,0,24,13063,118897,11597,4721774,8
310,0,0,pBaQdNWvPBY,0,0,24,5739,48249,6281,2490577,7
311,1,0,NZOXairW_qo,0,0,24,8244,63605,5049,2982276,7
312,0,0,2s5vyBZOPsY,1,0,24,942,20308,5579,699011,9
313,0,0,iBEc8OUyzkU,0,0,24,491,7553,1997,505354,5
314,1,0,qhjLjaCt1DM,0,0,24,7124,117093,4839,6878879,9
315,1,0,QfinWS-Olbw,0,0,24,3253,34506,1579,1226998,8
316,1,0,_oy3PK93Z3k,0,0,24,871,17516,2618,612206,3
317,1,0,Il9A2zn2CBk,0,0,24,6306,75222,1840,2522720,7
318,0,0,x0k72kasAMY,0,0,24,741,7125,1346,355636,8
319,2,0,eCVu0x85Xqk,1,0,24,9765,76917,3184,4688718,8
320,1,0,NPjgBcJScYM,0,0,24,3850,75495,4245,5390786,8
321,1,0,wJQSR3DIcGk,1,0,24,720,13151,1285,850204,4
322,0,0,X5rZg-VeNxc,0,0,24,688,5021,649,295206,8
323,1,0,zjIDQ9dIxow,0,0,24,1213,16947,2855,748817,3
324,1,0,TRqAAMpvErc,0,0,24,5827,75719,2542,4005731,6
325,0,0,6I3UJcqYOFA,0,0,24,536,5751,728,345255,5
326,1,0,GwoRFRbQ9G8,0,0,24,5709,79258,3105,3485199,8
327,1,0,WAXYOHvxJqw,0,0,24,4370,72480,2773,4626037,7
328,2,0,LoO_q02QJvM,1,0,24,1076,17672,1412,806273,6
329,2,0,A2LGEt5gE-o,0,0,24,7717,72262,3698,4695623,7
330,1,0,a_hGqF_GNV4,0,0,24,6592,41393,1378,2284203,7
331,0,0,X8-W0H-Csnk,0,0,24,1058,6441,532,357936,8
332,0,0,e63bn8VtlJc,0,0,24,601,8807,272,516823,5
333,1,0,sZj993GomBU,0,0,24,1389,21536,3639,1084941,4
334,1,0,EEjCpsUWVwI,1,0,24,561,14296,542,800625,4
335,1,0,MFo9jYYzUJM,0,0,24,6917,102102,2530,5485568,9
336,1,0,4EC3vlqjwrQ,0,0,24,9351,151382,5883,10813673,7
337,1,0,a5KWkXr8gJA,0,0,24,10868,70635,2533,3901039,6
338,0,0,IUXSxy818M0,0,0,24,569,8135,251,636557,5
339,1,0,A1nEFUcJrVc,0,0,24,490,11224,1705,670446,4
340,0,0,Zljmw3ubGO4,0,0,24,1469,8556,849,449239,8
341,1,0,IQDtnQHMH74,0,0,24,6953,110003,2740,6806991,8
342,1,0,GnjCl-3pALc,0,0,24,16008,128378,2883,7493947,8
343,1,0,cCW--H_OTPU,0,0,24,2432,32552,945,1447782,6
344,1,0,DWUB5oEwC_w,0,0,24,16242,98302,13462,7598947,9
345,1,0,yyca0sHKkJ8,0,0,24,3007,49360,910,2526449,7
346,1,0,0_nRqhTcea8,0,0,24,596,13340,1010,681478,2
347,0,0,6vzG7jHpO2g,0,0,24,1576,17767,306,988942,5
348,1,0,L2skkR9V2Gk,0,0,24,15825,225907,5410,13585634,9
349,0,0,610wPhqm5HI,0,0,24,1393,7133,368,367635,7
350,1,0,M84mjZrQdeQ,0,0,24,10756,85222,6688,8324352,7
351,1,0,vaS9bI50uZs,1,0,24,884,11778,415,734158,5
352,1,0,l4TRt0wy3TQ,0,0,24,9018,144640,5548,10699812,7
353,1,0,Hgkx9JAON-I,0,0,24,8890,71385,1589,3990288,9
354,0,0,D2N8vOiC380,0,0,24,4195,10100,777,672219,8
355,0,0,9l02Nea46og,0,0,24,3517,25938,559,1831532,7
356,1,0,nNlc37T_Xas,1,0,24,977,12304,251,543402,5
357,2,0,AlssfTp5fSA,1,0,24,8720,121227,2270,5750736,9
358,2,0,ix8bmslnpHg,0,0,24,825,16277,709,836273,7
359,1,0,RQRURItIwGo,1,0,24,558,14210,470,845612,5
360,1,0,kjHt3steh2U,0,0,24,12095,78653,3225,4746319,9
361,0,0,efVu20Yrav8,0,0,24,2264,15941,1379,1126110,9
362,0,0,YpBfbhtasgs,0,0,24,3955,48877,1050,3140606,8
363,1,0,RKW6FqYVu3U,0,0,24,881,20689,1200,1013583,4
364,1,0,PnUHx8WBKvo,0,0,24,733,19796,278,936046,4
365,1,0,oSd4FyYf7c8,0,0,24,13244,252804,3963,15761518,7
366,2,0,SWO5LLyKQRs,0,0,24,4226,50259,704,2855526,7
