,Unnamed: 0,descriptioncount,descriptionsentiment,videoId,tagcount,tagsentiment,categoryId,commentCount,likeCount,dislikeCount,viewCount,duration,predicted_value
15480,15060,3,0,MCgiWkuqee8,0,0,24,824,4336,486,821960,2,3698981.0
10401,14676,0,0,1tKgR93o0BA,0,0,24,1145,5366,538,1791514,10,3042373.0
8210,3806,1,0,xBNhMUi73jE,0,0,20,14783,65174,1186,3057130,21,2192515.0
7669,22144,2,0,_s9aVCfPdng,0,0,20,362,2531,58,207713,16,2602895.0
11202,24137,1,0,IFordt-qcQo,0,0,20,142,692,9,23802,6,3423655.0
16183,12215,1,0,bY7fg7UEqgU,1,0,20,3797,55147,764,1840047,33,1207602.0
746,10734,2,0,tNJLvqc4LTM,1,0,24,11115,82747,3164,3863306,27,1647080.0
15912,16645,0,0,jxwWDHVOEr0,0,0,22,576,497,21,41090,13,2822634.0
17760,7561,1,0,nVLcxfDQry4,0,0,23,341,2679,66,180153,4,3548074.0
17976,3099,1,0,__u_98OirB0,0,0,20,28593,184306,1728,4163021,4,3587808.0
19028,3483,1,0,63NT6gImb9o,0,0,20,24682,71121,857,2958011,14,2767047.0
14733,11828,1,0,uwsdpkJw_sM,0,0,24,3874,53529,1346,2746698,54,-568973.0
6597,3073,4,0,esVdcPv1g6E,0,0,20,8470,136572,1562,4157779,11,3013275.0
6354,12370,0,0,V0JjwsHdlUg,1,0,20,5239,28543,1224,857418,42,468918.0
15751,287,1,0,8ucCxtgN6sc,0,0,24,15901,91931,97621,9569918,8,3206525.0
20185,23822,0,0,ASOczuL93rs,0,0,20,110,1263,29,113283,15,2684971.0
14930,194,1,0,uFsMYRsWglA,0,0,24,2890,43905,1496,1609000,7,3288601.0
2140,13823,0,0,Ins3rGLiEWg,0,0,28,3837,21454,902,834049,7,3235622.0
1578,22177,2,0,jj1VscQxRIU,0,0,20,352,2985,38,207679,17,2520819.0
13434,4709,2,0,MlIsz18gvlw,0,0,23,8746,70502,3012,5136863,3,3630150.0
3392,20549,3,0,Ey3H2aQioxI,0,2,20,977,10971,71,423265,27,1700058.0
12422,23915,2,0,mfE5gNngVSI,0,0,20,692,4093,41,127581,12,2931199.0
10315,5819,0,0,TYPjLbIW1UA,0,0,20,13820,171873,3186,3182252,4,3587808.0
15218,7464,2,0,3juGNRzOdvE,0,0,23,14205,178356,3119,7779034,9,3137693.0
18506,6228,0,0,mgQcLwh_1P0,0,0,20,5802,55003,1351,5332719,4,3587808.0
14362,4946,3,0,dVf7bLglido,1,0,24,14743,146367,4824,9627484,8,3206525.0
9969,13996,0,0,9A1hX2TJNKE,0,0,28,1359,21390,918,859379,1,3728079.0
17167,1279,0,0,BGpv-k9Ou10,0,0,23,1998,44812,255,1068611,6,3383922.0
8532,4,1,0,92agCKHpMqw,0,0,24,60261,843392,42838,37060860,3,3616905.0
4508,3908,0,0,HuYk84Ov9h8,0,0,20,8957,52865,576,1843026,21,2192515.0
20394,16028,0,0,SBwZ_hZOpDg,0,0,22,4017,12038,856,2846550,19,2330178.0
9795,10134,2,0,ADOTejM6Nfg,0,0,24,89345,653755,9274,20977596,7,3288601.0
9807,13718,0,0,cklrfRLecjc,0,0,28,2914,37997,1375,2151682,3,3563927.0
16083,4365,0,1,NFEWiT31ptM,0,0,20,3502,23383,229,1507705,10,3095351.0
21326,22289,2,0,ACC_-sniEu8,0,0,20,690,4432,52,414449,11,3013275.0
4773,6801,1,0,UARx_Xa0swc,0,0,26,1966,26021,444,587313,9,3097960.0
4800,7687,0,0,iMCf15UgNpA,0,0,23,342,2630,50,161511,13,2809389.0
7345,13514,1,0,YlGZQZYcT7Q,0,0,20,2145,17566,619,1426542,33,1207602.0
14019,20744,2,0,HKP0tQknGhY,0,0,20,855,11818,175,297570,24,1946287.0
13220,6537,1,0,YswVmWZy9WE,0,0,20,1452,8211,168,625148,1,3834036.0
15403,10868,1,0,SAeRyviARCw,1,0,24,20126,115887,4346,4841002,21,2139536.0
515,11606,1,0,JyTI0lGgewQ,0,0,24,8713,88707,1350,2815792,37,826319.0
3971,22930,1,0,_xe6kCtldFw,0,0,43,551,4393,59,179758,11,2708649.0
21656,24123,0,0,_tfse2qjdQI,0,0,20,259,1809,17,112683,5,3505731.0
4817,7636,0,0,OBzDemZQVTo,0,0,23,1951,17096,210,1040120,8,3219769.0
339,17124,0,0,NPkFHaqtEyE,0,0,22,355,3053,533,3562384,2,3725470.0
152,1395,2,0,Ag6Ezlp17Ig,0,0,23,8148,60240,1000,2852485,9,3137693.0
14560,14378,0,0,Z4npJgfbmFk,0,0,28,8575,73615,2451,4990901,6,3317699.0
3676,10114,2,0,Cm__JeYl9OY,0,0,24,90447,628784,7525,21265483,5,3452753.0
16748,14702,0,0,b7iWdpSFHvM,0,0,24,849,4537,467,1269019,9,3124449.0
10683,22685,10,0,fN93-78_S3o,1,0,20,309,1896,17,101105,13,2849123.0
14594,17528,0,0,wwqGLauEYYU,0,0,22,37,490,187,884789,2,3725470.0
8446,20603,4,0,0gs96PF32fw,1,0,20,645,15341,97,756271,13,2849123.0
22001,14406,0,0,DTRP0V7qZaE,0,0,28,451,974,28,55163,2,3646003.0
5713,714,0,0,pGrxzWd1GYY,0,0,24,3326,14229,628,496961,7,3288601.0
8635,23415,0,0,uV_dSKkc8Ss,0,0,43,60,514,8,49954,11,2708649.0
4780,13758,0,0,zjpzHk1Ht0I,0,0,28,2721,24023,711,1185696,2,3646003.0
11626,10909,1,0,j8VSdCReXZY,0,0,24,2848,65580,993,1116733,17,2467840.0
15165,16027,2,0,PbbggFyssfk,1,1,22,1243,3899,120,508825,12,2904710.0
18863,7357,2,0,n3lGVDc7qVo,1,0,23,4454,66123,522,1141636,10,3055617.0
22050,8292,3,0,lHtToqsdyc4,0,2,24,4043,81505,490,1321638,6,3370677.0
18204,14899,0,0,Mn-E3E_dgW0,0,0,24,2163,16822,2476,9217291,3,3616905.0
5624,15250,0,0,ZDNJxodKrZY,0,0,17,2223,6943,189,3346540,0,3955846.0
4193,12748,1,0,XqbWzU7N_Fo,1,0,20,7290,35738,869,2007306,44,304766.0
5376,10424,1,0,qJjQGU_WFq0,0,0,20,7088,57914,1540,747752,43,386842.0
17116,23030,1,0,l1WquspO3uU,0,0,43,724,4547,74,332086,11,2708649.0
7931,4338,0,0,SIlw-AsYDyc,0,0,20,3108,14378,128,805704,12,2931199.0
14366,3082,1,0,PTItZAuIP6k,0,0,1,17706,277022,2304,10444851,2,4003607.0
1205,23212,1,0,VSPZ5dXhVXA,0,0,43,790,4852,59,179896,14,2462421.0
257,9981,1,0,6iW2cwpD4nw,0,0,1,186,1035,21,46363,2,4003607.0
